id,idade,renda,cidade,categoria,nota,feedback
49,55.0,2893.65,Belo Horizonte,A,7.6,Bom
50,53.0,21188.13,São Paulo,B,7.9,Bom
51,63.0,35824.34,Rio de Janeiro,B,6.0,Bom
52,52.0,16965.3,São Paulo,A,5.5,Bom
53,54.0,25508.2,Belo Horizonte,B,5.9,Bom
54,74.0,45725.59,Belo Horizonte,A,6.9,Bom
55,33.0,36861.71,Rio de Janeiro,B,5.6,Bom
56,53.0,10949.21,Vitória,B,5.7,Bom
57,25.0,3784.98,Vitória,B,8.6,Bom
58,64.0,40223.91,São Paulo,A,5.1,Bom
59,71.0,15627.34,Rio de Janeiro,A,6.1,Bom
60,69.0,18856.78,São Paulo,A,6.7,Bom
61,65.0,26953.53,Belo Horizonte,B,8.3,Bom
62,51.0,9374.99,Vitória,A,5.4,Bom
63,23.0,22376.07,Rio de Janeiro,B,9.3,Bom
64,12.0,892.61,Belo Horizonte,B,0.1,Bom
65,32.0,7375.17,Rio de Janeiro,A,9.3,Desconhecido
66,42.0,41212.28,Vitória,A,7.5,Bom
67,35.0,34980.41,São Paulo,B,9.1,Bom
68,80.0,27750.61,Rio de Janeiro,A,9.6,Bom
69,33.0,33173.72,Rio de Janeiro,B,6.0,Bom
70,29.0,9985.65,Vitória,B,9.1,Bom
71,65.0,30317.54,São Paulo,A,7.9,Bom
72,81.0,19965.15,São Paulo,B,7.2,Bom
73,22.0,9000.73,Rio de Janeiro,A,10.0,Bom
74,79.0,12852.86,Desconhecido,A,6.6,Bom
75,38.0,30349.55,Rio de Janeiro,A,6.3,Bom
76,63.0,7676.65,Rio de Janeiro,B,8.0,Bom
77,36.0,27259.91,Belo Horizonte,A,8.7,Bom
78,69.0,30545.98,São Paulo,A,9.4,Bom
79,70.0,39505.6,São Paulo,B,9.7,Bom
80,69.0,46118.27,Rio de Janeiro,B,8.3,Bom
81,38.0,19266.12,Rio de Janeiro,B,6.8,Bom
82,80.0,36421.96,Rio de Janeiro,B,9.7,Bom
83,50.0,37472.39,Vitória,B,6.7,Bom
84,47.0,18131.71,Rio de Janeiro,A,8.2,Bom
85,42.0,16036.13,Vitória,A,5.1,Bom
86,77.0,34277.45,Belo Horizonte,A,8.4,Bom
87,81.0,3202.66,São Paulo,B,5.7,Bom
88,69.0,19347.36,Vitória,B,9.9,Bom
89,29.0,30491.19,São Paulo,A,5.1,Bom
90,70.0,36965.2,Vitória,A,5.2,Bom
91,51.0,28842.14,São Paulo,A,7.0,Bom
92,61.0,19031.79,São Paulo,A,9.1,Bom
93,58.0,43289.17,Belo Horizonte,A,5.1,Bom
94,46.0,20488.32,Belo Horizonte,B,6.1,Bom
95,22.0,14055.75,Vitória,B,8.8,Bom
96,16.0,21086.54,São Paulo,B,8.7,Bom
97,63.0,37478.67,Belo Horizonte,B,6.2,Bom
98,71.0,19908.11,São Paulo,A,9.6,Bom
99,28.0,10879.23,Vitória,A,7.1,Bom
100,17.0,19713.59,Belo Horizonte,B,8.3,Bom
101,19.0,42639.15,São Paulo,A,7.8,Bom
102,43.0,8770.49,São Paulo,B,5.9,Bom
103,63.0,2255.75,Rio de Janeiro,A,8.1,Bom
104,40.0,2858.77,Vitória,B,5.9,Bom
105,55.0,43251.71,Rio de Janeiro,B,8.5,Bom
106,78.0,26697.54,Belo Horizonte,A,6.8,Bom
107,74.0,19193.31,São Paulo,B,8.4,Bom
108,18.0,32865.98,São Paulo,A,7.9,Bom
109,81.0,4356.53,Vitória,B,5.1,Bom
110,41.0,42659.24,Vitória,B,7.9,Bom
111,49.0,36530.69,Belo Horizonte,A,6.1,Bom
112,19.0,12445.74,Belo Horizonte,B,9.9,Bom
113,82.0,2419.1,São Paulo,B,6.6,Bom
114,29.0,43571.84,São Paulo,B,6.8,Bom
115,22.0,43244.9,Rio de Janeiro,B,6.3,Bom
116,22.0,30925.71,São Paulo,B,8.3,Bom
117,46.0,17849.38,Belo Horizonte,A,5.0,Bom
118,67.0,21019.14,Rio de Janeiro,A,8.9,Bom
119,27.0,40601.59,São Paulo,B,9.4,Bom
120,55.0,3301.98,Rio de Janeiro,A,5.0,Bom
121,28.0,11888.14,Belo Horizonte,A,6.9,Bom
122,35.0,32194.77,Rio de Janeiro,A,9.8,Bom
123,16.0,3702.33,Vitória,A,5.4,Bom
124,24.0,34065.28,São Paulo,B,7.4,Bom
125,20.0,40735.0,Belo Horizonte,A,8.4,Bom
126,41.0,21999.8,Rio de Janeiro,B,9.1,Bom
127,28.0,19643.03,Rio de Janeiro,A,9.6,Bom
128,58.0,6725.65,São Paulo,A,5.5,Bom
129,46.0,30387.53,São Paulo,B,7.4,Bom
130,18.0,36850.3,Vitória,B,7.3,Bom
131,46.0,6767.14,São Paulo,A,9.9,Bom
132,40.0,4926.95,Rio de Janeiro,A,6.9,Bom
133,54.0,10189.61,Vitória,A,8.0,Bom
134,50.0,19594.95,Belo Horizonte,A,7.7,Bom
135,25.0,30676.44,Vitória,B,6.8,Bom
136,26.0,33677.76,Vitória,B,6.1,Bom
137,26.0,25144.94,Desconhecido,B,9.5,Bom
138,69.0,3646.87,Rio de Janeiro,B,6.0,Bom
139,35.0,10830.46,São Paulo,A,9.4,Bom
140,36.0,17851.37,Vitória,A,8.5,Bom
141,46.0,1964.62,Vitória,A,6.0,Bom
142,30.0,24515.61,Rio de Janeiro,A,7.6,Bom
143,43.0,5023.83,São Paulo,A,9.2,Bom
144,26.0,26073.45,Vitória,B,7.2,Bom
145,38.0,14277.73,Rio de Janeiro,A,6.0,Bom
146,36.0,5009.69,Rio de Janeiro,A,5.2,Bom
147,36.0,16283.13,São Paulo,B,6.5,Bom
148,35.0,24099.38,São Paulo,A,10.0,Bom
149,65.0,13728.04,São Paulo,A,6.8,Bom
150,59.0,37344.54,Rio de Janeiro,B,6.1,Bom
151,58.0,2853.36,Belo Horizonte,B,5.2,Bom
152,63.0,43491.96,Rio de Janeiro,B,8.8,Bom
153,73.0,32829.95,Belo Horizonte,B,6.4,Bom
154,16.0,1749.28,Vitória,B,6.1,Bom
155,48.0,40699.87,Rio de Janeiro,B,8.0,Bom
156,16.0,5175.1,Belo Horizonte,B,5.7,Bom
157,32.0,39241.35,Rio de Janeiro,B,9.3,Bom
158,21.0,29453.21,São Paulo,A,6.6,Bom
159,33.0,14327.15,Belo Horizonte,B,9.8,Bom
160,51.0,3300.4,São Paulo,B,7.2,Bom
161,49.25480283114257,45054.98,São Paulo,A,7.2,Bom
162,28.0,22472.93,São Paulo,A,6.5,Bom
163,65.0,7769.21,Vitória,A,7.4,Bom
164,17.0,12653.85,Vitória,B,6.3,Bom
165,21.0,9731.56,São Paulo,B,6.2,Bom
166,71.0,21685.8,São Paulo,A,6.8,Bom
167,80.0,36367.23,Desconhecido,B,7.7,Bom
168,36.0,21187.18,São Paulo,B,8.4,Bom
169,31.0,18503.31,Rio de Janeiro,A,7.5,Bom
170,16.0,20383.09,São Paulo,B,9.0,Bom
171,35.0,11227.71,São Paulo,B,8.1,Bom
172,44.0,27941.34,Belo Horizonte,B,9.1,Bom
173,47.0,10509.3,São Paulo,A,9.3,Bom
174,42.0,44581.72,Belo Horizonte,A,9.3,Bom
175,45.0,39187.71,Vitória,A,6.4,Bom
176,72.0,25257.51,São Paulo,B,8.7,Bom
177,57.0,15557.42,Belo Horizonte,A,5.8,Bom
178,17.0,16453.87,Vitória,B,8.7,Bom
179,43.0,21648.84,Belo Horizonte,A,9.1,Bom
180,65.0,34963.75,Rio de Janeiro,A,8.9,Bom
181,70.0,17516.67,Belo Horizonte,A,8.8,Bom
182,61.0,37227.51,São Paulo,A,8.5,Bom
183,70.0,2714.02,Rio de Janeiro,A,5.4,Bom
184,66.0,27548.57,Rio de Janeiro,A,9.5,Bom
185,53.0,7827.26,São Paulo,A,5.3,Bom
186,27.0,38150.24,Belo Horizonte,A,8.7,Bom
187,55.0,26033.6,São Paulo,B,5.3,Bom
188,59.0,27980.2,São Paulo,B,6.0,Bom
189,61.0,44481.11,São Paulo,B,5.7,Bom
190,58.0,20406.19,Belo Horizonte,B,9.1,Bom
191,31.0,8640.1,Rio de Janeiro,A,9.0,Bom
192,76.0,18002.65,Rio de Janeiro,A,8.4,Bom
193,48.0,40735.3,Vitória,A,7.3,Bom
194,77.0,10396.43,Rio de Janeiro,B,10.0,Bom
195,58.0,30656.3,Belo Horizonte,A,5.4,Bom
196,71.0,24959.62,Belo Horizonte,A,9.8,Bom
197,43.0,8090.21,Vitória,B,9.3,Bom
198,30.0,20177.88,Rio de Janeiro,A,8.6,Bom
199,73.0,42885.09,Rio de Janeiro,A,5.4,Bom
200,65.0,33344.29,São Paulo,B,9.2,Bom
201,65.0,13444.47,Rio de Janeiro,B,5.5,Bom
202,31.0,44179.33,Belo Horizonte,A,7.8,Bom
203,39.0,17564.51,Belo Horizonte,A,7.0,Bom
204,49.0,33937.38,Belo Horizonte,B,9.5,Bom
205,70.0,10828.66,Vitória,B,7.8,Bom
206,28.0,14127.48,São Paulo,A,7.1,Bom
207,78.0,18379.26,Vitória,A,6.8,Bom
208,47.0,3128.67,Vitória,B,9.2,Bom
209,78.0,41207.19,Rio de Janeiro,A,5.4,Bom
210,46.0,9760.57,São Paulo,B,6.3,Bom
211,36.0,12694.93,São Paulo,B,9.9,Bom
212,56.0,6470.23,Belo Horizonte,B,5.0,Bom
213,21.0,38802.61,São Paulo,A,7.9,Bom
214,49.0,3175.55,São Paulo,B,6.0,Bom
215,63.0,8589.62,São Paulo,B,8.4,Bom
216,45.0,34936.82,São Paulo,B,9.2,Bom
217,27.0,11005.04,São Paulo,A,8.0,Bom
218,60.0,3021.18,Vitória,B,8.9,Bom
219,51.0,34113.19,Belo Horizonte,B,8.0,Bom
220,18.0,28298.94,Vitória,B,6.2,Bom
221,62.0,46137.4,São Paulo,B,9.2,Bom
222,28.0,8006.04,Belo Horizonte,B,9.3,Bom
223,30.0,15149.95,Rio de Janeiro,A,7.6,Bom
224,38.0,39603.04,São Paulo,B,6.4,Bom
225,73.0,41664.32,São Paulo,A,5.2,Bom
226,80.0,37491.55,Rio de Janeiro,A,9.0,Desconhecido
227,59.0,31502.59,Belo Horizonte,B,6.0,Bom
228,57.0,5987.02,São Paulo,A,7.4330303030303035,Desconhecido
229,21.0,41652.64,Rio de Janeiro,A,6.8,Bom
230,34.0,28048.01,Rio de Janeiro,B,5.7,Bom
231,34.0,34898.25,Belo Horizonte,A,7.7,Bom
232,75.0,20295.1,Vitória,B,8.5,Bom
233,19.0,9003.49,Vitória,B,6.9,Bom
234,69.0,1976.02,Belo Horizonte,A,8.3,Bom
235,26.0,39518.63,Vitória,B,9.5,Bom
236,68.0,34693.14,Vitória,B,8.9,Bom
237,62.0,25849.66,Rio de Janeiro,A,7.8,Bom
238,35.0,34727.31,São Paulo,A,7.3,Bom
239,70.0,5792.45,São Paulo,B,9.5,Bom
240,57.0,24016.71,Rio de Janeiro,B,5.3,Bom
241,78.0,23676.391303030305,Belo Horizonte,A,6.6,Desconhecido
242,73.0,3143.61,São Paulo,B,5.3,Bom
243,57.0,24747.14,Rio de Janeiro,A,8.4,Bom
244,26.0,43730.56,Belo Horizonte,A,8.4,Bom
245,36.0,25791.5,São Paulo,B,9.6,Bom
246,28.0,29766.17,Vitória,A,6.9,Desconhecido
247,39.0,36607.76,Vitória,A,6.9,Bom
248,62.0,31462.55,São Paulo,A,6.0,Bom
249,35.0,14124.92,São Paulo,A,5.8,Bom
250,25.0,25952.45,Vitória,B,8.1,Bom
251,82.0,30069.14,São Paulo,A,8.8,Bom
252,22.0,39739.39,Vitória,B,6.6,Bom
253,75.0,31066.2,São Paulo,A,7.1,Bom
254,76.0,9728.22,Vitória,A,7.6,Bom
255,37.0,40670.18,Belo Horizonte,A,5.9,Desconhecido
256,64.0,45363.58,Rio de Janeiro,A,6.0,Bom
257,35.0,41261.9,Rio de Janeiro,A,6.7,Bom
258,49.0,34309.83,Belo Horizonte,A,8.8,Bom
259,74.0,44298.09,Vitória,A,6.9,Bom
260,41.0,30028.6,Rio de Janeiro,A,7.8,Bom
261,34.0,9829.85,Belo Horizonte,A,9.7,Bom
262,48.0,29297.1,Vitória,A,8.8,Bom
263,65.0,43083.87,Rio de Janeiro,A,9.0,Bom
264,22.0,35098.98,Rio de Janeiro,B,7.6,Bom
265,49.25480283114257,21969.74,São Paulo,A,8.9,Bom
266,31.0,27498.75,Belo Horizonte,B,7.9,Bom
267,23.0,30843.59,São Paulo,B,5.5,Bom
268,21.0,34577.33,Vitória,A,7.0,Bom
269,70.0,19962.55,Vitória,A,5.6,Bom
270,41.0,12041.18,Rio de Janeiro,A,5.3,Bom
271,76.0,34686.31,Rio de Janeiro,A,6.0,Bom
272,29.0,26957.85,São Paulo,B,9.4,Bom
273,76.0,37241.2,Vitória,A,7.9,Bom
274,61.0,42977.73,Rio de Janeiro,A,9.3,Bom
275,28.0,12768.38,Belo Horizonte,B,7.7,Bom
276,24.0,31832.03,Vitória,A,9.0,Bom
277,20.0,27612.66,Belo Horizonte,B,7.4,Bom
278,66.0,39958.18,Vitória,B,8.6,Bom
279,20.0,8949.7,Rio de Janeiro,B,7.9,Bom
280,71.0,31347.59,Belo Horizonte,A,8.5,Bom
281,29.0,22374.69,Vitória,Desconhecido,5.2,Desconhecido
282,71.0,25780.28,Vitória,A,6.6,Bom
283,78.0,23122.94,São Paulo,A,9.3,Bom
284,79.0,8793.48,Belo Horizonte,B,6.2,Bom
285,58.0,19659.48,São Paulo,B,8.8,Bom
286,70.0,31128.24,Vitória,B,5.9,Bom
287,50.0,3193.88,Vitória,A,6.4,Bom
288,32.0,25960.71,Belo Horizonte,A,9.7,Bom
289,70.0,46067.41,Vitória,A,7.4330303030303035,Desconhecido
290,34.0,29359.99,Rio de Janeiro,B,9.7,Bom
291,60.0,19713.99,Rio de Janeiro,A,8.6,Bom
292,55.0,11868.0,Belo Horizonte,B,9.5,Bom
293,23.0,40127.4,São Paulo,B,7.6,Bom
294,81.0,9164.18,Rio de Janeiro,B,6.3,Bom
295,76.0,27640.69,Belo Horizonte,B,9.4,Bom
296,16.0,15754.14,Vitória,A,7.1,Bom
297,40.0,9794.53,São Paulo,A,5.2,Bom
298,37.0,9772.43,Vitória,A,5.5,Bom
299,37.0,20622.62,Vitória,A,5.6,Bom
300,46.0,9304.26,São Paulo,A,8.1,Bom
301,68.0,45306.4,Vitória,B,6.0,Bom
302,17.0,3601.13,Belo Horizonte,B,5.4,Bom
303,51.0,33985.02,Vitória,B,5.1,Bom
304,61.0,35997.15,Belo Horizonte,B,9.6,Bom
305,24.0,21279.74,Rio de Janeiro,A,9.4,Bom
306,64.0,28562.03,Rio de Janeiro,B,5.3,Bom
307,75.0,32658.09,Vitória,B,9.5,Bom
308,57.0,32433.96,São Paulo,A,7.0,Bom
309,63.0,29091.96,São Paulo,B,5.6,Bom
310,24.0,18382.75,Belo Horizonte,A,5.3,Bom
311,59.0,4106.91,Rio de Janeiro,B,7.2,Bom
312,49.0,23464.51,São Paulo,A,7.2,Bom
313,31.0,38692.6,Rio de Janeiro,A,6.6,Bom
314,68.0,22621.46,Vitória,A,9.6,Bom
315,16.0,20820.81,Rio de Janeiro,A,8.4,Bom
316,68.0,39909.55,Belo Horizonte,A,7.0,Bom
317,67.0,5286.32,Vitória,A,5.6,Bom
318,49.25480283114257,16542.91,Belo Horizonte,B,9.5,Bom
319,28.0,26677.5,Rio de Janeiro,B,5.1,Bom
320,26.0,23117.01,Rio de Janeiro,A,5.9,Bom
321,22.0,14373.75,Belo Horizonte,A,6.6,Bom
322,68.0,38510.27,Vitória,B,7.4,Bom
323,37.0,37611.02,Rio de Janeiro,A,8.6,Bom
324,46.0,10690.9,São Paulo,B,6.7,Bom
325,34.0,32152.22,Belo Horizonte,B,6.0,Bom
326,78.0,34236.96,Vitória,B,8.2,Bom
327,68.0,30764.16,Vitória,B,6.0,Bom
328,34.0,18187.88,Rio de Janeiro,B,6.8,Bom
329,18.0,30415.62,Belo Horizonte,A,9.9,Bom
330,66.0,40635.8,Rio de Janeiro,B,7.7,Bom
331,28.0,21817.3,Belo Horizonte,A,6.7,Bom
332,76.0,34801.4,Rio de Janeiro,B,8.2,Bom
333,75.0,33912.21,Belo Horizonte,A,9.9,Bom
334,57.0,19862.83,Belo Horizonte,B,6.7,Bom
335,35.0,42045.77,Belo Horizonte,B,5.7,Bom
336,49.25480283114257,46119.59,Belo Horizonte,B,9.9,Bom
337,23.0,10576.5,Vitória,A,5.9,Bom
338,52.0,7155.91,Belo Horizonte,B,5.1,Bom
339,70.0,16937.62,Belo Horizonte,A,10.0,Bom
340,21.0,2089.48,Vitória,A,9.5,Bom
341,57.0,26949.87,Rio de Janeiro,A,9.2,Bom
342,44.0,11209.87,Vitória,B,9.7,Bom
343,33.0,41034.28,São Paulo,A,5.1,Bom
344,69.0,37500.89,Belo Horizonte,A,7.0,Bom
345,74.0,23316.37,Vitória,A,6.8,Bom
346,42.0,32362.48,Rio de Janeiro,A,5.4,Bom
347,37.0,18590.57,São Paulo,B,8.0,Bom
348,57.0,29968.74,Belo Horizonte,B,8.3,Bom
349,28.0,26647.98,Rio de Janeiro,B,7.1,Bom
350,22.0,41524.79,São Paulo,A,8.8,Bom
351,39.0,44939.54,São Paulo,B,7.7,Bom
352,73.0,4916.14,Rio de Janeiro,B,6.9,Bom
353,51.0,5102.87,São Paulo,A,9.9,Bom
354,21.0,42389.37,Vitória,A,7.0,Bom
355,67.0,4034.13,Rio de Janeiro,A,7.0,Bom
356,63.0,32656.95,Belo Horizonte,B,5.6,Bom
357,72.0,7894.65,Belo Horizonte,B,8.0,Bom
358,47.0,26802.02,Belo Horizonte,A,7.8,Bom
359,32.0,7296.92,São Paulo,A,5.4,Bom
360,64.0,43010.33,Vitória,A,7.4330303030303035,Desconhecido
361,37.0,35792.78,Vitória,B,9.6,Bom
362,49.25480283114257,21823.37,Vitória,A,7.5,Bom
363,29.0,26625.81,Belo Horizonte,A,5.5,Bom
364,82.0,40481.56,Belo Horizonte,B,9.0,Bom
365,23.0,19511.76,Vitória,A,7.7,Bom
366,46.0,17103.12,Belo Horizonte,B,6.4,Bom
367,62.0,11132.45,Rio de Janeiro,B,7.3,Bom
368,72.0,4497.78,Belo Horizonte,A,9.5,Bom
369,49.0,35583.24,Rio de Janeiro,Desconhecido,7.1,Desconhecido
370,49.0,7527.83,São Paulo,B,7.8,Bom
371,35.0,4323.35,Belo Horizonte,A,5.1,Bom
372,42.0,42275.35,Vitória,B,8.7,Bom
373,51.0,40053.08,São Paulo,B,7.4330303030303035,Desconhecido
374,67.0,2845.92,Belo Horizonte,B,5.8,Bom
375,76.0,35355.75,Vitória,A,9.2,Bom
376,19.0,2754.18,São Paulo,A,9.2,Bom
377,35.0,9698.0,Belo Horizonte,B,9.6,Bom
378,57.0,35159.15,Vitória,B,9.5,Desconhecido
379,65.0,37411.92,Rio de Janeiro,A,5.7,Bom
380,60.0,3654.01,Rio de Janeiro,A,8.6,Bom
381,63.0,32867.38,Belo Horizonte,A,5.8,Bom
382,34.0,14190.61,São Paulo,B,5.8,Bom
383,30.0,33735.83,Rio de Janeiro,A,7.9,Bom
384,78.0,13129.08,Rio de Janeiro,B,7.7,Bom
385,80.0,14380.85,São Paulo,A,9.8,Bom
386,62.0,22576.53,Rio de Janeiro,A,6.2,Bom
387,76.0,43488.05,São Paulo,A,8.1,Bom
388,38.0,45225.68,Vitória,A,9.5,Bom
389,47.0,30573.7,Rio de Janeiro,B,5.8,Bom
390,74.0,11331.28,Vitória,B,9.3,Bom
391,33.0,16349.06,Rio de Janeiro,B,7.9,Bom
392,40.0,37912.64,São Paulo,B,5.1,Bom
393,38.0,3622.7,São Paulo,B,7.7,Bom
394,82.0,26791.3,São Paulo,B,5.6,Bom
395,52.0,22487.35,São Paulo,B,7.5,Bom
396,21.0,23508.41,Vitória,B,9.6,Bom
397,64.0,2528.15,Belo Horizonte,B,6.3,Bom
398,68.0,31293.98,São Paulo,A,6.7,Bom
399,36.0,29063.91,Vitória,A,6.7,Bom
400,39.0,44991.94,Rio de Janeiro,A,6.0,Bom
401,72.0,24330.83,São Paulo,A,9.7,Bom
402,38.0,7642.32,São Paulo,A,6.7,Bom
403,25.0,39233.65,São Paulo,A,7.2,Bom
404,39.0,36611.04,Belo Horizonte,B,5.1,Bom
405,55.0,35401.95,Rio de Janeiro,B,5.6,Bom
406,80.0,18332.21,Belo Horizonte,A,8.6,Bom
407,23.0,18854.77,Vitória,A,5.8,Bom
408,82.0,40715.47,Rio de Janeiro,A,9.4,Bom
409,61.0,4945.93,Vitória,B,9.3,Bom
410,33.0,31921.77,São Paulo,B,8.9,Bom
411,44.0,29260.2,Rio de Janeiro,B,7.7,Bom
412,49.0,36016.37,São Paulo,A,7.7,Bom
413,82.0,24272.02,São Paulo,A,8.4,Bom
414,50.0,15175.78,Rio de Janeiro,B,5.4,Bom
415,56.0,33920.9,Belo Horizonte,B,6.2,Bom
416,64.0,20921.88,São Paulo,A,7.4,Bom
417,18.0,24438.06,Rio de Janeiro,A,7.7,Bom
418,68.0,11603.28,Vitória,B,8.5,Bom
419,46.0,14029.31,Vitória,B,7.0,Bom
420,76.0,16396.39,Belo Horizonte,B,5.6,Bom
421,81.0,33379.31,São Paulo,B,7.1,Bom
422,79.0,8882.23,Rio de Janeiro,B,9.1,Bom
423,46.0,25088.03,Rio de Janeiro,B,8.5,Bom
424,50.0,16387.78,São Paulo,A,7.2,Bom
425,38.0,14969.51,Rio de Janeiro,A,9.8,Bom
426,18.0,26173.73,Rio de Janeiro,B,6.9,Bom
427,65.0,24650.26,Vitória,B,9.9,Bom
428,64.0,35336.45,Vitória,A,9.4,Bom
429,63.0,4220.61,São Paulo,A,8.7,Bom
430,54.0,14665.55,Belo Horizonte,Desconhecido,9.3,Desconhecido
431,41.0,29685.16,Vitória,A,5.2,Bom
432,79.0,7580.23,São Paulo,B,7.6,Bom
433,50.0,4904.57,Rio de Janeiro,B,7.6,Bom
434,21.0,33988.96,Rio de Janeiro,A,5.2,Bom
435,63.0,28321.15,Rio de Janeiro,A,9.3,Bom
436,33.0,38516.98,Belo Horizonte,A,5.3,Bom
437,56.0,41838.55,Rio de Janeiro,A,6.5,Bom
438,81.0,22709.51,Vitória,B,5.9,Bom
439,57.0,13280.35,São Paulo,A,9.6,Bom
440,39.0,41240.35,Rio de Janeiro,B,7.2,Bom
441,39.0,3243.65,Rio de Janeiro,B,9.6,Bom
442,48.0,14162.84,São Paulo,B,5.2,Bom
443,62.0,6160.97,Vitória,A,5.7,Bom
444,34.0,45031.47,Vitória,B,5.9,Bom
445,52.0,23676.391303030305,São Paulo,B,6.7,Desconhecido
446,31.0,18383.09,São Paulo,A,10.0,Bom
447,56.0,34947.06,Vitória,A,6.0,Bom
448,72.0,5645.04,Rio de Janeiro,B,7.9,Bom
449,75.0,40733.15,Vitória,B,5.3,Bom
450,16.0,12686.31,Vitória,B,7.0,Bom
451,18.0,45080.23,Rio de Janeiro,B,6.0,Bom
452,52.0,38441.75,Rio de Janeiro,B,8.5,Bom
453,46.0,20028.89,Vitória,B,6.0,Bom
454,80.0,35711.69,São Paulo,B,5.5,Bom
455,45.0,36376.52,Vitória,A,6.1,Bom
456,41.0,20853.47,Belo Horizonte,B,6.4,Bom
457,27.0,33754.09,Vitória,A,7.2,Bom
458,25.0,42237.8,São Paulo,A,7.5,Bom
459,61.0,13025.81,São Paulo,B,9.5,Bom
460,56.0,43456.56,Rio de Janeiro,B,5.5,Bom
461,50.0,29584.09,Vitória,B,8.7,Bom
462,47.0,32522.76,São Paulo,A,9.2,Bom
463,48.0,29911.05,Belo Horizonte,B,7.6,Bom
464,80.0,42306.62,Vitória,A,7.0,Bom
465,46.0,32219.1,São Paulo,B,8.0,Bom
466,48.0,10842.79,Belo Horizonte,B,6.2,Bom
467,61.0,11583.9,Vitória,B,7.4330303030303035,Desconhecido
468,59.0,40795.66,São Paulo,A,7.3,Bom
469,79.0,36192.41,Rio de Janeiro,A,7.0,Bom
470,68.0,9548.42,Rio de Janeiro,A,9.8,Bom
471,35.0,23720.04,São Paulo,B,7.8,Bom
472,32.0,6603.29,Vitória,B,7.5,Bom
473,78.0,2207.08,Vitória,B,7.4330303030303035,Desconhecido
474,35.0,8037.96,Belo Horizonte,B,8.4,Bom
475,82.0,37864.76,São Paulo,B,9.6,Bom
476,75.0,35209.15,Rio de Janeiro,A,7.8,Bom
477,65.0,2858.22,Belo Horizonte,A,7.1,Bom
478,43.0,39100.24,Vitória,A,8.3,Bom
479,39.0,28342.31,Belo Horizonte,A,5.1,Bom
480,82.0,4839.53,Belo Horizonte,A,9.5,Bom
481,63.0,13405.7,Belo Horizonte,A,8.3,Bom
482,57.0,45185.24,Belo Horizonte,A,10.0,Bom
483,47.0,11979.89,Belo Horizonte,A,6.6,Bom
484,70.0,8967.87,Rio de Janeiro,A,8.9,Bom
485,35.0,10639.31,Vitória,A,8.5,Bom
