id,idade,renda,cidade,categoria,nota,feedback
207,79.0,12225.18,Belo Horizonte,B,6.8,Bom
208,43.0,21298.59,São Paulo,A,6.8,Bom
209,68.0,35491.06,São Paulo,A,6.5,Bom
210,18.0,15937.0,Rio de Janeiro,A,7.4,Bom
211,52.0,30191.66,Belo Horizonte,A,6.5,Bom
212,18.0,24146.74,Vitória,B,8.3,Bom
213,33.0,39374.39,Vitória,A,9.6,Bom
214,79.0,8619.79,São Paulo,A,5.4,Bom
215,26.0,40730.86,São Paulo,A,6.8,Bom
216,31.0,10207.08,Rio de Janeiro,A,5.6,Bom
217,61.0,30783.31,São Paulo,A,5.2,Bom
218,41.0,2795.82,Vitória,B,10.0,Bom
219,55.0,25590.85,Rio de Janeiro,A,6.6,Bom
220,19.0,38750.7,Belo Horizonte,B,5.2,Bom
221,57.0,21848.43,Rio de Janeiro,A,9.7,Bom
222,77.0,18420.74,Belo Horizonte,B,5.2,Bom
223,27.0,1726.72,São Paulo,A,9.1,Bom
224,71.0,10915.08,Rio de Janeiro,B,5.1,Bom
225,18.0,1931.75,Rio de Janeiro,B,8.5,Bom
226,72.0,17825.03,São Paulo,B,6.9,Bom
227,73.0,2644.19,Vitória,A,5.8,Bom
228,66.0,32236.52,Vitória,B,7.4,Bom
229,20.0,16878.04,Vitória,A,8.1,Bom
230,33.0,42418.13,São Paulo,A,6.6,Bom
231,38.0,7939.02,Desconhecido,B,5.8,Bom
232,45.0,40304.44,Rio de Janeiro,A,5.2,Bom
233,62.0,13485.32,São Paulo,A,7.3,Bom
234,60.0,41732.26,São Paulo,B,8.1,Bom
235,74.0,41517.76,Belo Horizonte,B,9.1,Bom
236,58.0,4250.32,Vitória,B,10.0,Bom
237,44.0,4113.09,São Paulo,A,6.1,Bom
238,31.0,13233.98,Belo Horizonte,B,7.436634663971703,Desconhecido
239,21.0,42626.26,Vitória,A,9.5,Bom
240,20.0,25500.89,Vitória,A,8.5,Bom
241,25.0,8317.17,São Paulo,A,7.7,Bom
242,62.0,14549.17,Belo Horizonte,A,9.1,Bom
243,73.0,43831.51,Vitória,A,9.5,Bom
244,33.0,29065.23,São Paulo,A,9.3,Bom
245,50.0,17738.78,São Paulo,B,7.1,Bom
246,35.0,37011.48,Belo Horizonte,B,8.4,Bom
247,53.0,36083.27,Vitória,B,7.1,Bom
248,46.0,45285.2,São Paulo,A,6.4,Bom
249,30.0,12722.87,Belo Horizonte,A,8.3,Bom
250,16.0,13740.28,São Paulo,A,7.1,Bom
251,36.0,21436.78,São Paulo,A,8.5,Bom
252,53.0,14300.91,São Paulo,B,6.4,Bom
253,44.0,5877.24,Belo Horizonte,B,8.5,Bom
254,70.0,19000.79,São Paulo,B,6.6,Bom
255,60.0,40303.91,Vitória,A,9.2,Bom
256,76.0,18958.76,Belo Horizonte,A,9.4,Bom
257,67.0,21136.41,Rio de Janeiro,B,5.4,Bom
258,64.0,5266.92,Rio de Janeiro,A,8.2,Bom
259,72.0,23142.48,Rio de Janeiro,B,5.0,Bom
260,25.0,36980.86,Vitória,A,6.2,Bom
261,78.0,38469.66,Belo Horizonte,B,9.6,Bom
262,56.0,24360.0,São Paulo,A,6.3,Bom
263,118.0,64788.97,São Paulo,A,3.7,Bom
264,28.0,19571.83,São Paulo,B,6.5,Bom
265,20.0,29595.19,Belo Horizonte,A,6.4,Bom
266,65.0,24117.56275705645,Vitória,A,9.0,Desconhecido
267,48.472966144517436,8900.39,São Paulo,A,6.5,Bom
268,74.0,21482.53,Belo Horizonte,B,6.2,Bom
269,49.0,10228.14,Vitória,B,6.9,Bom
270,34.0,44007.14,São Paulo,A,9.3,Bom
271,49.0,6017.49,Belo Horizonte,A,6.1,Bom
272,21.0,15216.35,São Paulo,A,6.4,Bom
273,27.0,40739.21,Rio de Janeiro,A,9.3,Bom
274,54.0,24117.56275705645,São Paulo,A,5.1,Desconhecido
275,82.0,41872.98,São Paulo,B,8.8,Bom
276,39.0,5288.91,Belo Horizonte,B,5.7,Bom
277,38.0,33652.4,Vitória,B,6.5,Bom
278,71.0,17563.48,Belo Horizonte,A,5.4,Bom
279,25.0,29017.7,Belo Horizonte,B,8.7,Bom
280,66.0,41369.3,Vitória,B,5.5,Bom
281,30.0,15325.82,Vitória,B,5.8,Bom
282,18.0,32744.85,São Paulo,A,7.2,Bom
283,57.0,18557.44,Rio de Janeiro,A,9.6,Bom
284,74.0,14059.68,Vitória,A,6.3,Bom
285,20.0,11213.62,Vitória,B,5.1,Bom
286,56.0,42408.84,São Paulo,A,8.6,Bom
287,104.0,69923.55,Vitória,A,0.8,Bom
288,19.0,36348.43,São Paulo,A,9.9,Bom
289,61.0,25127.11,São Paulo,B,6.7,Bom
290,74.0,17656.15,Rio de Janeiro,A,9.7,Bom
291,32.0,20660.73,São Paulo,B,5.2,Bom
292,35.0,13351.86,Belo Horizonte,B,7.8,Bom
293,17.0,33355.59,Vitória,B,9.2,Bom
294,50.0,15038.25,Vitória,B,6.8,Bom
295,26.0,27639.36,São Paulo,B,9.3,Bom
296,70.0,36711.48,São Paulo,A,5.5,Bom
297,71.0,13906.6,São Paulo,B,6.4,Bom
298,46.0,9939.62,Vitória,A,5.9,Bom
299,43.0,16943.14,Rio de Janeiro,A,5.1,Bom
300,52.0,34038.88,São Paulo,B,9.7,Bom
301,22.0,16045.72,Vitória,B,5.0,Bom
302,39.0,19102.02,Belo Horizonte,B,9.0,Bom
303,22.0,39224.82,Vitória,B,6.7,Bom
304,73.0,34941.04,Vitória,A,8.4,Bom
305,32.0,12254.75,Belo Horizonte,A,7.5,Bom
306,26.0,1861.45,Vitória,B,8.8,Bom
307,45.0,24467.79,Rio de Janeiro,A,7.3,Bom
308,75.0,44325.07,Belo Horizonte,B,8.7,Bom
309,37.0,17314.74,Rio de Janeiro,A,9.3,Bom
310,69.0,29356.13,Vitória,A,8.6,Bom
311,45.0,3977.52,São Paulo,B,9.5,Bom
312,59.0,34539.91,Rio de Janeiro,A,9.3,Bom
313,39.0,21993.02,Rio de Janeiro,A,9.4,Bom
314,24.0,35893.4,Vitória,B,6.0,Bom
315,33.0,18940.29,Vitória,B,10.0,Bom
316,34.0,18197.95,Rio de Janeiro,B,8.6,Bom
317,69.0,13249.68,Vitória,A,6.3,Bom
318,28.0,4256.69,Rio de Janeiro,A,9.0,Bom
319,66.0,32777.54,Rio de Janeiro,A,8.7,Bom
320,70.0,11224.59,Belo Horizonte,A,7.4,Bom
321,44.0,29930.84,Rio de Janeiro,A,6.3,Bom
322,77.0,3073.0,Rio de Janeiro,A,8.0,Bom
323,36.0,39823.05,São Paulo,A,6.3,Bom
324,68.0,29552.34,Rio de Janeiro,A,6.8,Bom
325,22.0,31084.13,Vitória,A,9.6,Bom
326,65.0,7654.94,Belo Horizonte,A,7.5,Bom
327,41.0,42012.67,Vitória,B,8.2,Bom
328,58.0,38681.13,Vitória,B,8.4,Bom
329,37.0,11328.29,São Paulo,B,8.8,Bom
330,66.0,36605.05,São Paulo,A,9.0,Bom
331,66.0,44665.42,Rio de Janeiro,B,7.5,Bom
332,77.0,14740.55,Rio de Janeiro,B,9.0,Bom
333,20.0,4412.9,Rio de Janeiro,A,5.3,Bom
334,23.0,9162.74,São Paulo,B,9.3,Bom
335,37.0,12613.63,Vitória,B,6.6,Bom
336,52.0,15936.48,Belo Horizonte,B,9.6,Bom
337,52.0,23494.8,Vitória,B,8.5,Bom
338,21.0,17755.15,Vitória,A,9.6,Bom
339,29.0,30744.8,Belo Horizonte,A,7.4,Bom
340,38.0,27899.05,Belo Horizonte,B,9.1,Bom
341,20.0,28421.19,Rio de Janeiro,B,8.7,Bom
342,50.0,24084.27,São Paulo,A,5.9,Bom
343,51.0,23542.71,Belo Horizonte,A,5.3,Bom
344,19.0,25869.49,São Paulo,B,7.3,Bom
345,50.0,41570.22,São Paulo,A,9.7,Bom
346,70.0,14411.76,Vitória,B,5.5,Bom
347,25.0,45537.79,Belo Horizonte,B,6.9,Bom
348,21.0,45019.69,Rio de Janeiro,A,8.7,Bom
349,57.0,31948.55,Belo Horizonte,A,7.1,Bom
350,33.0,26284.06,Belo Horizonte,B,6.3,Bom
351,22.0,27929.79,Belo Horizonte,B,9.1,Bom
352,40.0,27400.93,Belo Horizonte,B,8.3,Bom
353,73.0,11332.84,São Paulo,A,5.1,Bom
354,62.0,41356.18,Vitória,B,9.1,Bom
355,73.0,37445.15,Rio de Janeiro,B,5.9,Bom
356,40.0,34701.12,Vitória,B,5.7,Bom
357,59.0,6461.62,Rio de Janeiro,B,7.9,Bom
358,37.0,8458.02,São Paulo,A,9.0,Bom
359,76.0,38300.4,Rio de Janeiro,B,8.6,Bom
360,41.0,28549.77,Vitória,B,8.6,Bom
361,27.0,2629.46,Rio de Janeiro,B,6.1,Bom
362,17.0,36128.01,Rio de Janeiro,B,8.3,Bom
363,80.0,25519.55,São Paulo,B,7.2,Bom
364,68.0,22271.86,São Paulo,A,6.8,Bom
365,77.0,40434.64,Rio de Janeiro,B,9.1,Bom
366,28.0,24707.61,Vitória,A,5.7,Bom
367,67.0,37240.39,Belo Horizonte,B,9.8,Bom
368,21.0,38705.46,Belo Horizonte,A,7.1,Bom
369,79.0,16394.8,Belo Horizonte,A,6.6,Bom
370,28.0,30125.51,Vitória,A,7.8,Bom
371,47.0,37157.88,São Paulo,A,10.0,Bom
372,66.0,28011.88,Belo Horizonte,B,8.8,Bom
373,16.0,13152.34,Vitória,A,8.2,Bom
374,72.0,39689.07,Vitória,B,5.7,Bom
375,36.0,3232.68,Vitória,B,9.2,Bom
376,57.0,32046.2,Rio de Janeiro,B,5.5,Bom
377,43.0,4914.97,Belo Horizonte,A,7.0,Bom
378,77.0,5295.29,Vitória,A,9.4,Bom
379,37.0,36883.59,Rio de Janeiro,B,9.9,Bom
380,32.0,15300.68,Belo Horizonte,B,8.4,Bom
381,29.0,8441.2,Rio de Janeiro,B,8.6,Desconhecido
382,77.0,11069.94,São Paulo,B,7.3,Bom
383,21.0,13949.3,São Paulo,A,5.5,Bom
384,43.0,16815.45,Belo Horizonte,A,8.4,Bom
385,48.0,24117.56275705645,Belo Horizonte,B,5.1,Desconhecido
386,56.0,41537.59,Belo Horizonte,B,7.0,Bom
387,49.0,4838.07,Rio de Janeiro,B,6.9,Bom
388,40.0,10042.72,São Paulo,B,8.1,Bom
389,61.0,32941.91,São Paulo,A,8.5,Bom
390,19.0,22808.54,Rio de Janeiro,B,8.9,Bom
391,70.0,41797.23,Rio de Janeiro,A,5.3,Bom
392,19.0,4499.18,Belo Horizonte,A,8.0,Bom
393,64.0,12335.81,Belo Horizonte,B,7.3,Bom
394,40.0,33792.34,Vitória,A,7.5,Bom
395,38.0,20086.55,Vitória,A,9.6,Bom
396,73.0,31961.48,Rio de Janeiro,A,6.1,Bom
397,24.0,9810.91,Rio de Janeiro,A,8.0,Bom
398,46.0,7321.37,Rio de Janeiro,A,5.1,Bom
399,31.0,14850.75,Belo Horizonte,B,5.1,Bom
400,39.0,35564.79,Belo Horizonte,B,5.8,Bom
401,77.0,42502.51,São Paulo,B,8.8,Bom
402,82.0,43358.08,Vitória,B,7.2,Bom
403,42.0,27060.39,Vitória,B,7.1,Bom
404,24.0,9653.74,Belo Horizonte,B,8.1,Bom
405,49.0,6555.58,Belo Horizonte,A,7.5,Bom
406,69.0,11175.28,São Paulo,A,8.0,Bom
407,65.0,19307.07,Desconhecido,B,9.5,Bom
408,39.0,38548.55,São Paulo,A,8.4,Bom
409,82.0,36741.99,Rio de Janeiro,B,7.6,Bom
410,40.0,37304.62,Rio de Janeiro,B,9.4,Bom
411,26.0,16588.03,São Paulo,B,8.8,Bom
412,64.0,33685.63,Vitória,A,5.8,Bom
413,78.0,24551.77,Rio de Janeiro,B,5.4,Bom
414,41.0,44843.91,São Paulo,B,9.5,Bom
415,82.0,45325.42,São Paulo,B,7.1,Bom
416,43.0,6672.22,São Paulo,A,8.5,Bom
417,6.0,1400.08,Belo Horizonte,B,2.6,Bom
418,40.0,12930.06,Rio de Janeiro,B,9.6,Bom
419,70.0,14139.8,Desconhecido,B,6.2,Bom
420,41.0,17572.67,São Paulo,B,8.3,Bom
421,73.0,3447.07,Desconhecido,B,6.2,Bom
422,36.0,28933.11,Rio de Janeiro,A,9.3,Bom
423,25.0,9475.99,Vitória,A,6.3,Bom
424,82.0,25885.7,Rio de Janeiro,B,6.0,Bom
425,82.0,6109.56,Belo Horizonte,A,9.7,Bom
426,46.0,42474.31,Belo Horizonte,B,7.6,Bom
427,50.0,25268.97,Belo Horizonte,A,7.1,Bom
428,43.0,42607.01,Belo Horizonte,A,5.2,Bom
429,46.0,25969.94,São Paulo,B,6.9,Bom
430,30.0,7906.48,Vitória,A,6.4,Bom
431,44.0,37307.33,São Paulo,B,8.9,Bom
432,67.0,41072.94,Rio de Janeiro,A,6.4,Bom
433,49.0,8182.45,São Paulo,A,6.3,Bom
434,66.0,19929.96,Belo Horizonte,A,8.4,Bom
435,20.0,8624.98,Vitória,A,9.1,Bom
436,58.0,37764.98,Vitória,B,5.1,Bom
437,72.0,3074.88,Vitória,B,6.5,Bom
438,46.0,4944.37,São Paulo,B,6.8,Bom
439,51.0,39901.21,Vitória,A,5.0,Bom
440,67.0,35566.54,Belo Horizonte,B,8.1,Bom
441,34.0,17409.71,Rio de Janeiro,A,7.7,Bom
442,46.0,15244.01,Belo Horizonte,B,7.3,Bom
443,32.0,6385.24,Vitória,A,6.8,Bom
444,80.0,22814.56,Belo Horizonte,A,8.3,Bom
445,19.0,14131.15,Vitória,A,7.5,Bom
446,45.0,23598.16,São Paulo,B,8.5,Bom
447,60.0,24952.36,São Paulo,A,5.2,Bom
448,32.0,6921.9,Belo Horizonte,A,7.3,Bom
449,35.0,11250.02,São Paulo,B,7.5,Bom
450,61.0,44634.72,São Paulo,A,6.8,Bom
451,32.0,9086.59,Belo Horizonte,B,6.8,Bom
452,21.0,22520.94,Vitória,B,8.5,Bom
453,27.0,15926.33,São Paulo,B,6.6,Bom
454,32.0,24117.56275705645,Rio de Janeiro,B,7.3,Desconhecido
455,18.0,12920.68,São Paulo,B,5.0,Bom
456,77.0,37679.61,Belo Horizonte,B,7.5,Bom
457,32.0,38090.74,Rio de Janeiro,B,7.2,Bom
458,55.0,3477.2,Belo Horizonte,A,6.4,Bom
459,26.0,35694.82,São Paulo,B,8.3,Bom
460,63.0,38740.36,Vitória,B,8.8,Bom
461,82.0,32429.86,Belo Horizonte,A,9.3,Bom
462,23.0,44278.75,Vitória,A,8.6,Bom
463,19.0,23072.46,Rio de Janeiro,B,8.5,Bom
464,63.0,39317.47,São Paulo,B,6.1,Bom
465,77.0,23856.88,Vitória,B,6.0,Bom
466,28.0,40390.78,Vitória,A,7.9,Bom
467,50.0,7844.46,São Paulo,A,9.0,Bom
468,62.0,5887.0,Belo Horizonte,A,6.6,Bom
469,69.0,41130.81,Rio de Janeiro,B,8.2,Bom
470,51.0,14251.42,Rio de Janeiro,B,9.2,Bom
471,66.0,30216.31,Vitória,B,6.6,Bom
472,45.0,30692.78,Belo Horizonte,B,7.7,Bom
473,82.0,10958.24,Rio de Janeiro,A,7.6,Bom
474,19.0,3541.89,São Paulo,B,6.4,Bom
475,72.0,13184.58,São Paulo,Desconhecido,6.8,Desconhecido
476,81.0,31554.52,Belo Horizonte,A,9.2,Bom
477,30.0,11112.23,Belo Horizonte,A,6.0,Bom
478,49.0,5294.07,Vitória,A,5.7,Bom
479,20.0,34255.49,Vitória,B,8.4,Bom
480,63.0,43299.06,Belo Horizonte,B,9.4,Bom
481,55.0,16354.41,Belo Horizonte,A,8.5,Bom
482,34.0,5667.54,Vitória,B,7.9,Bom
483,76.0,37417.25,Belo Horizonte,A,6.3,Bom
484,81.0,13697.16,Rio de Janeiro,A,8.9,Bom
485,40.0,42444.31,Vitória,B,5.7,Bom
486,46.0,21573.01,São Paulo,A,8.0,Bom
487,55.0,33179.5,Belo Horizonte,A,5.0,Bom
