id,idade,renda,nota,cidade_Belo Horizonte,cidade_Desconhecido,cidade_Rio de Janeiro,cidade_São Paulo,cidade_Vitória,categoria_A,categoria_B,feedback_Bom,feedback_Desconhecido,feedback_Regular,feedback_Ruim
165,43.0,7917.14,2.7,True,False,False,False,False,False,True,False,False,False,True
166,60.0,4539.58,0.9,False,False,False,True,False,True,False,True,False,False,False
167,16.0,2568.48,2.8,False,False,False,False,True,False,True,False,False,True,False
168,27.0,8791.6,6.2,False,False,True,False,False,True,False,False,False,True,False
169,65.0,2887.49,4.9,True,False,False,False,False,False,True,False,False,False,True
170,61.0,7539.31,1.4,False,False,False,True,False,False,True,False,False,False,True
171,63.0,11085.47,6.2,True,False,False,False,False,False,True,False,False,False,True
172,65.0,10111.98,0.5,True,False,False,False,False,True,False,False,False,False,True
173,64.0,2475.99,5.6,False,False,False,True,False,False,True,False,False,False,True
174,22.0,8181.8,3.4,False,False,False,False,True,False,True,True,False,False,False
175,39.0,3184.95,8.3,True,False,False,False,False,True,False,False,False,True,False
176,59.0,1403.92,7.8,False,False,False,True,False,False,True,False,False,True,False
177,62.0,6362.22,1.8,False,False,False,True,False,True,False,False,False,True,False
178,16.0,4325.96,3.8,True,False,False,False,False,False,False,False,False,True,False
179,23.0,10043.91,1.0,False,False,False,False,True,True,False,True,False,False,False
180,17.0,8189.65,9.2,True,False,False,False,False,False,True,False,False,False,True
181,45.0,4236.72,7.2,False,False,False,False,True,True,False,False,False,True,False
182,43.0,8623.15,8.7,True,False,False,False,False,True,False,False,False,True,False
183,51.0,7711.14,0.0,False,False,False,False,True,False,True,False,False,False,True
184,56.0,8065.17,9.2,True,False,False,False,False,False,True,False,False,True,False
185,26.0,3581.07,0.5,False,False,False,True,False,True,False,True,False,False,False
186,64.0,12033.6,5.6,False,False,True,False,False,True,False,False,False,True,False
187,61.0,7440.82,5.0,True,False,False,False,False,True,False,True,False,False,False
188,48.0,5220.27,4.9,True,False,False,False,False,True,False,False,False,True,False
189,34.0,10436.41,10.0,False,False,False,False,True,False,True,False,False,True,False
190,45.0,7694.82,2.2,False,False,False,False,True,True,False,False,False,True,False
191,27.0,7753.23,7.6,False,False,True,False,False,True,False,True,False,False,False
192,28.0,12383.72,1.0,False,False,True,False,False,True,False,False,False,False,True
193,35.0,8640.58,5.6,False,False,True,False,False,False,True,False,False,True,False
194,60.0,12385.21,0.5,False,False,True,False,False,False,True,False,False,False,True
195,61.0,8688.66,8.7,True,False,False,False,False,True,False,False,False,False,True
196,41.0,4631.39,7.0,False,False,False,False,True,True,False,True,False,False,False
197,56.0,6234.02,2.6,False,False,False,True,False,True,False,False,False,False,True
198,39.0,5260.98,2.1,True,False,False,False,False,False,True,False,False,False,True
199,70.0,12145.28,0.9,False,False,True,False,False,True,False,False,False,True,False
200,64.0,9109.76,8.7,False,False,True,False,False,False,True,False,False,False,True
201,47.0,9483.05,5.6,False,False,False,True,False,False,True,False,False,False,True
202,63.0,5178.93,4.8,True,False,False,False,False,True,False,False,False,False,True
203,23.0,5222.06,5.5,True,False,False,False,False,True,False,False,False,True,False
204,54.0,3113.93,4.7,False,False,True,False,False,False,True,False,False,True,False
205,33.0,11649.05,4.8,False,False,False,False,True,False,True,False,False,False,True
206,30.0,9062.17,7.3,False,False,True,False,False,False,True,False,False,True,False
207,64.0,3413.98,1.2,False,False,False,True,False,True,False,False,False,False,True
208,54.0,2283.48,6.3,False,False,False,False,True,True,False,False,True,False,False
209,50.0,12627.2,9.1,False,False,True,False,False,True,False,True,False,False,False
210,18.0,1912.74,2.1,True,False,False,False,False,True,False,False,False,False,True
211,33.0,4412.17,6.9,False,False,True,False,False,False,True,True,False,False,False
212,64.0,10995.91,7.4,False,False,False,False,True,False,True,True,False,False,False
213,36.0,7269.94,7.2,False,False,True,False,False,False,True,True,False,False,False
214,69.0,4971.92,2.8,False,False,False,True,False,False,True,False,False,False,True
215,47.0,3181.17,6.3,True,False,False,False,False,False,True,False,False,True,False
216,28.0,6748.0,2.7,False,False,False,True,False,True,False,False,False,False,True
217,30.0,7089.44,5.3,False,False,False,True,False,False,True,False,False,False,True
218,59.0,2771.97,1.5,False,False,True,False,False,False,True,False,False,False,True
219,41.0,1672.61,0.0,False,False,False,False,True,True,False,True,False,False,False
220,35.0,2843.49,9.5,False,False,False,False,True,False,True,False,False,True,False
221,64.0,5197.48,6.9,False,False,False,False,True,False,True,False,False,False,True
222,69.0,5429.43,5.5,False,False,False,False,True,False,True,False,False,True,False
223,66.0,11424.9,5.5,True,False,False,False,False,True,False,False,False,True,False
224,27.0,5103.77,0.1,False,False,False,False,True,False,True,True,False,False,False
225,47.0,7558.26,1.5,False,False,False,False,True,True,False,True,False,False,False
226,48.0,3268.89,3.2,False,False,True,False,False,False,True,False,False,False,True
227,26.0,9689.5,10.0,False,False,False,True,False,False,True,True,False,False,False
228,58.0,7541.43,5.5,False,False,False,False,True,False,True,True,False,False,False
229,32.0,11127.34,1.8,False,False,True,False,False,False,True,False,False,False,True
230,57.0,3644.59,1.0,False,False,True,False,False,False,True,False,False,True,False
231,31.0,12697.69,3.5,False,False,False,False,True,True,False,True,False,False,False
232,16.0,11064.31,1.8,False,False,False,False,True,False,True,False,False,False,True
233,58.0,10169.82,2.2,False,False,True,False,False,False,True,True,False,False,False
234,32.0,10353.83,9.2,False,False,False,False,True,True,False,False,False,True,False
235,58.0,12038.03,7.1,True,False,False,False,False,False,True,True,False,False,False
236,56.0,8430.47,4.3,False,False,False,True,False,False,True,True,False,False,False
237,70.0,8344.94,1.8,True,False,False,False,False,False,True,False,False,True,False
238,39.0,10061.91,8.4,False,False,False,False,True,False,True,True,False,False,False
239,25.0,10508.96,8.5,True,False,False,False,False,True,False,False,False,True,False
240,27.0,10747.65,4.0,False,False,False,True,False,False,True,True,False,False,False
241,65.0,5943.02,2.7,False,False,True,False,False,True,False,True,False,False,False
242,34.0,11101.68,5.2,False,False,False,True,False,False,True,False,False,True,False
243,57.0,6804.26,6.0,False,False,False,False,True,True,False,False,False,False,True
244,65.0,10567.73,4.5,True,False,False,False,False,False,True,False,False,False,True
245,20.0,8407.66,6.1,False,False,False,False,True,False,True,True,False,False,False
246,108.0,24924.82,13.5,True,False,False,False,False,False,True,False,False,False,True
247,32.0,12462.4,9.2,False,False,False,True,False,False,True,False,False,True,False
248,65.0,12792.75,2.5,True,False,False,False,False,False,True,True,False,False,False
249,68.0,9427.36,0.4,False,False,False,False,True,True,False,False,False,False,True
250,19.0,2300.75,8.0,False,False,False,False,True,True,False,False,False,True,False
251,23.0,7659.26,3.9,False,False,True,False,False,False,True,False,False,True,False
252,61.0,5713.47,2.3,False,False,False,False,True,True,False,False,False,True,False
253,22.0,6176.47,0.5,False,False,True,False,False,False,True,False,False,True,False
254,20.0,9261.29,6.9,False,False,False,False,True,False,True,True,False,False,False
255,64.0,2873.31,7.3,True,False,False,False,False,False,True,True,False,False,False
256,49.0,12789.09,1.6,False,False,False,True,False,True,False,True,False,False,False
257,60.0,9864.62,3.1,False,False,True,False,False,False,True,False,False,True,False
258,44.0,2753.99,1.5,True,False,False,False,False,True,False,False,False,True,False
259,31.0,2887.26,1.5,False,True,False,False,False,False,True,False,False,False,True
260,70.0,6447.54,4.9,False,False,True,False,False,True,False,False,False,False,True
261,31.0,3741.53,1.1,False,False,True,False,False,False,True,True,False,False,False
262,69.0,12725.11,1.1,True,False,False,False,False,True,False,True,False,False,False
263,54.0,8652.16,8.1,False,False,True,False,False,False,True,False,False,True,False
264,65.0,11707.03,5.7,False,False,False,True,False,False,True,False,False,True,False
265,25.0,7197.32,7.6,False,False,False,False,True,False,True,True,False,False,False
266,48.0,7704.39,7.6,False,False,False,False,True,False,True,True,False,False,False
267,30.0,11930.44,4.9,False,False,False,False,True,False,True,False,False,True,False
268,23.0,7601.16,3.6,False,False,True,False,False,True,False,True,False,False,False
269,24.0,7549.17,8.0,False,False,False,False,True,True,False,False,False,False,True
270,23.0,4513.11,1.8,False,False,False,True,False,False,True,True,False,False,False
271,18.0,12219.06,6.2,False,False,False,False,True,False,True,False,False,False,True
272,45.0,9567.88,3.1,False,False,True,False,False,True,False,True,False,False,False
273,34.0,9394.49,9.2,False,False,False,True,False,False,True,False,False,True,False
274,55.0,10045.99,0.7,False,False,False,False,True,True,False,False,False,True,False
275,58.0,9451.93,5.7,False,False,True,False,False,False,True,False,False,True,False
276,48.0,1864.44,4.8,False,False,False,False,True,False,True,True,False,False,False
277,69.0,4848.3,6.2,True,False,False,False,False,True,False,False,False,True,False
278,35.0,1689.06,6.4,False,False,True,False,False,True,False,False,False,True,False
279,68.0,8736.35,2.1,True,False,False,False,False,True,False,False,False,False,True
280,31.0,6052.67,4.2,False,False,False,False,True,True,False,True,False,False,False
281,56.0,8057.36,1.6,False,False,False,True,False,True,False,False,False,True,False
282,39.0,4923.75,5.4,True,False,False,False,False,False,True,True,False,False,False
283,19.0,7618.07,4.7,False,False,False,True,False,True,False,True,False,False,False
284,60.0,9805.04,3.1,True,False,False,False,False,True,False,False,False,True,False
285,51.0,2852.29,1.7,False,False,True,False,False,True,False,True,False,False,False
286,40.0,11168.84,8.8,False,False,True,False,False,True,False,True,False,False,False
287,37.0,7104.64,5.0,False,False,False,True,False,False,True,False,False,True,False
288,54.0,12820.2,8.2,False,False,False,True,False,False,True,False,False,True,False
289,57.0,8255.91,7.5,False,False,False,True,False,False,True,True,False,False,False
290,22.0,4362.71,6.1,False,False,False,False,True,True,False,False,False,True,False
291,30.0,1648.18,0.5,False,False,True,False,False,True,False,True,False,False,False
292,53.0,8700.48,6.0,False,False,True,False,False,False,True,False,False,False,True
293,65.0,2720.48,1.4,False,False,False,True,False,False,True,True,False,False,False
294,55.0,9281.08,2.8,False,False,True,False,False,False,True,False,False,True,False
295,24.0,12704.86,9.9,True,False,False,False,False,False,True,False,False,False,True
296,59.0,2023.51,4.0,False,False,True,False,False,False,True,True,False,False,False
297,41.0,8338.1,10.0,False,False,True,False,False,False,True,False,False,False,True
298,20.0,4106.84,9.8,False,False,False,False,True,False,True,True,False,False,False
299,44.0,7653.52,1.5,False,False,False,True,False,False,True,False,False,False,True
300,47.0,12887.69,4.8,False,False,False,True,False,True,False,False,False,True,False
301,20.0,4061.41,4.1,False,False,True,False,False,False,True,True,False,False,False
302,29.0,12401.09,9.1,False,False,False,True,False,True,False,False,False,False,True
303,38.0,3785.92,3.8,False,False,True,False,False,True,False,False,False,True,False
304,17.0,3090.94,4.9,False,False,True,False,False,True,False,True,False,False,False
305,69.0,10946.82,5.8,False,False,False,True,False,False,True,False,False,False,True
306,21.0,6378.05,4.7,False,False,False,False,True,False,True,True,False,False,False
307,31.0,5128.03,0.2,False,False,True,False,False,True,False,False,False,False,True
308,46.0,12758.43,4.3,False,False,False,True,False,True,False,True,False,False,False
309,40.0,1905.58,4.6,False,False,True,False,False,False,True,True,False,False,False
310,32.0,10975.44,4.1,True,False,False,False,False,True,False,True,False,False,False
311,47.0,8008.04,8.2,False,False,True,False,False,False,True,True,False,False,False
312,63.0,7017.48,0.3,False,False,False,False,True,False,True,False,False,True,False
313,55.0,7986.17,4.7,True,False,False,False,False,True,False,False,False,True,False
314,27.0,2685.11,2.5,False,False,False,True,False,True,False,True,False,False,False
315,66.0,11682.09,6.5,False,False,False,False,True,False,True,True,False,False,False
316,56.0,10776.96,3.9,False,False,False,True,False,False,True,False,False,False,True
317,24.0,11177.82,4.9,False,False,False,True,False,False,True,False,False,True,False
318,53.0,2861.24,5.8,False,False,True,False,False,False,True,False,False,True,False
319,35.0,3261.0,8.6,True,False,False,False,False,False,True,True,False,False,False
320,35.0,2916.32,4.2,True,False,False,False,False,True,False,True,False,False,False
321,57.0,11051.28,5.3,True,False,False,False,False,False,True,False,False,True,False
322,42.0,4671.94,5.9,True,False,False,False,False,True,False,True,False,False,False
323,20.0,10896.75,6.6,False,False,False,True,False,True,False,False,False,True,False
324,64.0,11787.83,6.0,True,False,False,False,False,False,True,True,False,False,False
325,44.0,9866.1,3.6,False,False,True,False,False,False,True,False,False,False,True
326,56.0,3302.5,2.6,False,False,False,False,True,False,True,False,False,False,True
327,40.0,7177.81,7.6,False,False,True,False,False,False,True,False,False,True,False
328,32.0,2157.97,2.4,False,False,True,False,False,False,True,False,False,False,True
329,39.0,5132.21,4.8,False,False,False,True,False,True,False,False,False,True,False
330,53.0,4254.58,4.3,True,False,False,False,False,True,False,True,False,False,False
331,23.0,10582.27,3.5,False,False,False,True,False,False,True,False,False,True,False
332,36.0,4941.77,1.0,False,False,True,False,False,False,True,False,False,True,False
333,47.0,10230.61,2.0,False,False,False,True,False,False,True,False,False,False,True
334,24.0,3222.56,0.1,False,False,False,True,False,False,True,True,False,False,False
335,22.0,6709.33,2.5,False,False,True,False,False,True,False,True,False,False,False
336,36.0,7200.74,7.5,True,False,False,False,False,True,False,True,False,False,False
337,48.0,7196.63,2.5,False,False,False,False,True,False,True,True,False,False,False
338,63.0,11295.61,7.7,False,False,False,True,False,True,False,False,False,False,True
339,20.0,7428.46,4.7,True,False,False,False,False,True,False,False,False,True,False
340,57.0,5466.5,7.8,False,False,False,True,False,False,True,False,False,False,True
341,38.0,8205.66,6.7,False,False,False,True,False,True,False,False,False,True,False
342,70.0,4223.5,6.1,False,False,False,False,True,True,False,False,False,False,True
343,29.0,10006.64,3.6,True,False,False,False,False,True,False,False,False,False,True
344,69.0,1726.71,0.5,False,False,True,False,False,True,False,True,False,False,False
345,44.0,6028.55,5.4,False,False,True,False,False,True,False,False,True,False,False
346,20.0,2531.62,2.7,False,False,False,True,False,True,False,False,False,True,False
347,20.0,10057.78,0.2,False,False,True,False,False,False,True,False,False,True,False
348,45.0,1921.81,3.1,False,False,False,False,True,False,True,False,False,False,True
349,51.0,6401.55,5.5,False,False,False,False,True,True,False,False,False,True,False
350,30.0,7154.55,5.7,False,False,False,False,True,True,False,True,False,False,False
351,16.0,11208.05,0.5,False,False,False,True,False,True,False,True,False,False,False
352,70.0,5709.81,8.4,False,False,False,True,False,True,False,False,False,True,False
353,38.0,10522.63,8.6,False,False,False,True,False,False,True,True,False,False,False
354,69.0,8147.77,8.6,False,False,True,False,False,True,False,True,False,False,False
355,34.0,2780.8,3.1,False,False,False,False,True,True,False,False,False,False,True
356,92.0,45981.12,11.3,False,True,False,False,False,False,False,True,False,False,False
357,37.0,11068.26,2.7,False,False,False,True,False,True,False,False,False,True,False
358,24.0,5774.14,5.1,False,False,False,False,True,False,True,True,False,False,False
359,33.0,12510.82,4.4,True,False,False,False,False,True,False,False,False,False,True
360,32.0,7689.14,0.9,False,False,False,False,True,True,False,False,False,False,True
361,50.0,3796.54,8.3,False,False,False,False,True,True,False,False,False,False,True
362,28.0,11521.87,8.0,False,False,False,True,False,True,False,True,False,False,False
363,29.0,7383.27,5.5,False,False,False,True,False,True,False,True,False,False,False
364,17.0,12342.22,3.9,False,False,False,True,False,True,False,False,False,True,False
365,50.0,1442.91,9.2,True,False,False,False,False,True,False,False,False,False,True
366,44.0,11906.81,3.1,False,False,False,True,False,True,False,False,False,False,True
367,34.0,9114.64,0.1,False,False,False,True,False,False,True,True,False,False,False
368,45.0,12134.37,3.0,False,False,True,False,False,False,True,False,False,True,False
369,58.0,11533.54,9.5,True,False,False,False,False,False,True,False,False,False,True
370,70.0,2563.68,9.8,True,False,False,False,False,False,True,False,False,False,True
371,63.0,5973.27,10.0,False,False,True,False,False,True,False,False,False,True,False
372,27.0,1727.8,3.2,False,False,False,True,False,False,True,False,False,False,True
