id,idade,renda,cidade,categoria,nota,feedback
91,55,26098.32,Rio de Janeiro,B,5.5,Bom
92,39,36242.26,Rio de Janeiro,A,5.7,Bom
93,72,10293.86,Rio de Janeiro,A,5.9,Bom
94,80,29077.82,Vitória,B,6.3,Bom
95,73,14534.24,Vitória,B,5.0,Bom
96,65,43263.33,Rio de Janeiro,A,9.7,Bom
97,29,16634.19,Rio de Janeiro,A,9.6,Bom
98,60,24355.29,Belo Horizonte,B,8.1,Bom
99,81,40264.01,São Paulo,B,5.5,Bom
100,56,38880.02,São Paulo,A,5.5,Bom
101,45,42427.25,São Paulo,B,8.1,Bom
102,19,35640.66,Vitória,A,6.9,Bom
103,41,34883.13,Vitória,A,7.2,Bom
104,69,42185.57,Belo Horizonte,B,6.2,Bom
105,49,34878.29,Vitória,A,7.7,Bom
106,23,17218.98,Vitória,A,8.6,Bom
107,43,38418.78,São Paulo,A,8.4,Bom
108,31,9301.6,Vitória,A,5.6,Bom
109,25,27873.3,Rio de Janeiro,A,6.8,Bom
110,58,12930.45,Rio de Janeiro,B,8.0,Bom
111,37,9103.13,Belo Horizonte,A,6.6,Bom
112,27,19821.6,Vitória,B,7.4,Bom
113,78,24718.3,Vitória,A,6.0,Bom
114,36,25769.18,Rio de Janeiro,A,8.4,Bom
115,25,32454.85,Rio de Janeiro,A,9.0,Bom
116,79,19939.99,Belo Horizonte,B,5.6,Bom
117,51,33067.28,São Paulo,A,9.2,Bom
118,43,34591.91,Vitória,B,7.7,Bom
119,31,25000.24,Rio de Janeiro,A,6.9,Bom
120,19,27679.29,Belo Horizonte,B,7.1,Bom
121,51,21466.83,São Paulo,B,6.6,Bom
122,69,45371.87,São Paulo,A,9.3,Bom
123,43,32480.44,Rio de Janeiro,B,5.3,Bom
124,20,9222.26,Rio de Janeiro,B,8.8,Bom
125,66,16513.87,Vitória,A,6.3,Bom
126,56,39919.42,Vitória,A,6.7,Bom
127,80,41902.13,Belo Horizonte,A,8.6,Bom
128,41,29758.95,Vitória,A,6.0,Bom
129,56,2941.54,Belo Horizonte,A,7.2,Bom
130,69,43135.82,São Paulo,B,6.6,Bom
131,48,45985.32,São Paulo,B,7.4,Bom
132,31,13103.9,Rio de Janeiro,A,8.4,Bom
133,77,8579.16,Rio de Janeiro,A,6.6,Bom
134,39,42068.88,Rio de Janeiro,B,6.3,Bom
135,38,8835.34,Belo Horizonte,A,8.0,Bom
136,20,18474.61,Vitória,A,9.7,Bom
137,82,9990.58,Vitória,B,9.2,Bom
138,29,6937.2,Belo Horizonte,A,7.9,Bom
139,30,39856.1,Belo Horizonte,B,6.2,Bom
140,47,22770.83,Vitória,B,7.1,Bom
141,27,27197.9,Belo Horizonte,A,5.5,Bom
142,43,24996.11,Rio de Janeiro,A,9.2,Bom
143,80,41580.41,Rio de Janeiro,B,9.9,Bom
144,82,4578.13,Vitória,B,9.7,Bom
145,26,36248.13,Rio de Janeiro,A,5.5,Bom
146,49,4237.59,São Paulo,A,8.0,Bom
147,77,14120.89,Rio de Janeiro,A,5.3,Bom
148,25,30875.05,Rio de Janeiro,A,6.0,Bom
149,66,8261.28,Rio de Janeiro,A,6.3,Bom
150,40,21631.41,Belo Horizonte,A,6.9,Bom
151,41,38607.49,São Paulo,B,6.0,Bom
152,68,10977.15,São Paulo,B,7.1,Bom
153,48,3172.12,Rio de Janeiro,B,8.4,Bom
154,44,12405.78,Rio de Janeiro,A,8.1,Bom
155,17,16243.43,Belo Horizonte,B,8.4,Bom
156,25,18462.05,Rio de Janeiro,B,6.8,Bom
157,41,32971.49,São Paulo,A,9.6,Bom
158,29,35137.75,Rio de Janeiro,A,9.9,Bom
159,76,34740.57,Rio de Janeiro,B,10.0,Bom
160,25,6371.86,São Paulo,A,5.4,Bom
161,22,22659.29,Vitória,A,5.1,Bom
162,17,4306.95,São Paulo,B,6.9,Bom
163,57,45881.32,Rio de Janeiro,A,9.9,Bom
164,20,5374.26,Rio de Janeiro,A,9.5,Bom
165,76,3787.27,Vitória,B,6.5,Bom
166,31,2714.73,São Paulo,A,7.4,Bom
167,79,44205.76,Belo Horizonte,A,8.3,Bom
168,65,29710.14,Belo Horizonte,B,6.1,Bom
169,22,4968.99,Rio de Janeiro,B,7.5,Bom
170,80,45995.9,Vitória,B,10.0,Bom
171,42,44885.59,São Paulo,B,9.6,Bom
172,62,33587.39,Vitória,B,9.6,Bom
173,60,45606.72,Rio de Janeiro,B,9.9,Bom
174,19,10537.73,Belo Horizonte,A,9.5,Bom
175,69,26439.7,Vitória,A,8.3,Bom
176,26,29198.18,Rio de Janeiro,A,5.3,Bom
177,35,45706.67,Vitória,A,8.2,Bom
178,64,29675.84,Vitória,B,5.3,Bom
179,26,20951.97,Rio de Janeiro,B,6.4,Bom
180,18,16920.62,Belo Horizonte,B,8.5,Bom
181,42,8928.55,Vitória,A,9.7,Bom
182,24,42174.08,Vitória,B,9.7,Bom
183,56,28715.96,Vitória,A,7.5,Bom
184,44,36954.12,Rio de Janeiro,B,6.7,Bom
185,77,21404.67,Vitória,B,7.6,Bom
186,82,23515.54,Belo Horizonte,B,6.8,Bom
187,58,38678.26,São Paulo,A,5.1,Bom
188,57,42898.67,Rio de Janeiro,A,7.4,Bom
189,46,1844.65,São Paulo,B,5.3,Bom
190,14,1028.52,Rio de Janeiro,A,0.9,Bom
191,47,29509.04,Belo Horizonte,B,5.5,Bom
192,71,36783.76,Vitória,B,8.1,Bom
193,75,5586.21,Vitória,A,9.1,Bom
194,62,6313.28,Rio de Janeiro,B,7.0,Bom
195,16,42119.74,Rio de Janeiro,B,8.5,Bom
196,66,36097.47,Vitória,B,7.6,Bom
197,82,11290.41,Rio de Janeiro,B,9.1,Bom
198,29,7006.64,Belo Horizonte,B,8.0,Bom
199,17,37195.28,Rio de Janeiro,B,6.7,Bom
200,73,7528.77,Vitória,B,9.4,Bom
201,76,31028.46,Rio de Janeiro,A,5.5,Bom
202,24,45405.67,São Paulo,A,7.4,Bom
203,45,40244.09,Belo Horizonte,A,6.9,Bom
204,45,4759.04,São Paulo,B,8.5,Bom
205,8,63617.65,São Paulo,A,2.4,Bom
206,60,28384.59,Vitória,B,5.8,Bom
207,57,13123.85,São Paulo,B,9.3,Bom
208,31,45862.99,São Paulo,A,5.1,Bom
209,36,17222.53,Belo Horizonte,B,8.9,Bom
210,53,2784.44,São Paulo,B,7.9,Bom
211,41,30332.62,Vitória,A,8.5,Bom
212,47,16980.56,Vitória,B,8.8,Bom
213,73,13226.93,Vitória,B,7.2,Bom
214,52,45408.34,Belo Horizonte,B,6.2,Bom
215,60,29610.48,Rio de Janeiro,B,5.9,Bom
216,52,7069.39,São Paulo,A,9.7,Bom
217,66,14449.14,Rio de Janeiro,B,9.5,Bom
218,108,66209.46,Belo Horizonte,A,0.2,Bom
219,46,18276.04,Rio de Janeiro,B,8.0,Bom
220,26,12751.82,São Paulo,A,7.5,Bom
221,23,4249.05,Belo Horizonte,A,9.3,Bom
222,38,42950.13,São Paulo,A,6.9,Bom
223,42,40049.63,Vitória,A,7.7,Bom
224,42,20918.56,Belo Horizonte,B,5.1,Bom
225,76,43242.96,Rio de Janeiro,B,5.5,Bom
226,32,12185.27,Rio de Janeiro,B,9.0,Bom
227,75,43195.76,Rio de Janeiro,B,9.9,Bom
228,74,42071.51,Belo Horizonte,A,5.7,Bom
229,62,43840.66,Vitória,A,8.4,Bom
230,82,6789.79,Vitória,A,9.7,Bom
231,35,16502.23,Vitória,B,8.3,Bom
232,34,12957.11,Vitória,A,9.7,Bom
233,38,39570.37,Rio de Janeiro,A,6.7,Bom
234,80,28194.14,São Paulo,B,5.7,Bom
235,77,28423.73,Belo Horizonte,B,9.1,Bom
236,78,17671.51,Rio de Janeiro,B,8.2,Bom
237,20,21845.73,São Paulo,B,7.9,Bom
238,36,21000.96,Rio de Janeiro,A,7.9,Bom
239,69,35910.59,Rio de Janeiro,A,5.4,Bom
240,5,46270.08,Belo Horizonte,B,4.3,Bom
241,30,13667.2,Vitória,A,7.1,Bom
242,30,5017.23,Rio de Janeiro,B,8.3,Bom
243,59,41540.41,Belo Horizonte,A,8.2,Bom
244,51,27278.43,Vitória,A,8.3,Bom
245,74,7169.47,Vitória,B,8.3,Bom
246,39,15918.01,Belo Horizonte,B,9.4,Bom
247,35,23838.79,Vitória,A,7.8,Bom
248,31,18691.19,Belo Horizonte,B,8.4,Bom
249,68,28270.95,Vitória,A,6.1,Bom
250,66,21540.75,Belo Horizonte,B,8.0,Bom
251,59,36418.25,São Paulo,B,5.9,Bom
252,41,16278.98,São Paulo,A,5.1,Bom
253,57,40911.4,Rio de Janeiro,A,5.4,Bom
254,77,15303.91,Vitória,B,9.0,Bom
255,74,3928.94,Vitória,A,7.5,Bom
256,30,45462.59,Rio de Janeiro,B,8.8,Bom
257,18,13093.17,Rio de Janeiro,B,6.7,Bom
258,51,23661.55,São Paulo,A,6.9,Bom
259,53,27724.04,São Paulo,A,9.3,Bom
260,74,17341.53,São Paulo,A,9.6,Bom
261,58,18303.74,Belo Horizonte,A,5.3,Bom
262,48,10471.92,São Paulo,A,6.5,Bom
263,22,23961.42,Rio de Janeiro,B,8.4,Bom
264,51,22109.67,Belo Horizonte,B,5.4,Bom
265,79,36740.12,Belo Horizonte,A,8.2,Bom
266,64,26736.67,Vitória,A,9.0,Bom
267,82,3669.89,Vitória,B,9.3,Bom
268,32,26024.67,Rio de Janeiro,B,6.5,Bom
269,40,10562.13,São Paulo,B,7.7,Bom
270,43,6059.63,São Paulo,A,8.0,Bom
271,67,44707.91,São Paulo,A,7.5,Bom
272,47,25852.91,Rio de Janeiro,B,8.6,Bom
273,29,37890.16,Vitória,A,8.0,Bom
274,24,35253.81,Vitória,A,7.8,Bom
275,29,45195.56,Rio de Janeiro,B,7.7,Bom
276,28,11832.53,São Paulo,A,8.6,Bom
277,58,39061.27,Belo Horizonte,A,7.7,Bom
278,46,3679.29,São Paulo,B,6.0,Bom
279,37,27971.18,Rio de Janeiro,B,7.8,Bom
280,49,42841.98,Rio de Janeiro,A,6.8,Bom
281,70,19440.47,Vitória,B,5.3,Bom
282,55,13859.57,Vitória,B,6.7,Bom
283,53,24438.68,Belo Horizonte,A,5.4,Bom
284,32,6743.8,São Paulo,B,5.2,Bom
285,20,29977.64,Rio de Janeiro,B,6.7,Bom
286,26,28794.66,Belo Horizonte,A,5.4,Bom
287,45,8789.73,Belo Horizonte,A,8.7,Bom
288,63,17738.17,Vitória,A,5.9,Bom
289,74,5590.52,São Paulo,B,5.0,Bom
290,35,39821.62,São Paulo,B,9.1,Bom
291,46,8954.3,Vitória,B,7.8,Bom
292,78,12293.03,Vitória,A,5.1,Bom
293,41,17054.02,São Paulo,A,6.5,Bom
294,45,6287.7,Vitória,A,8.9,Bom
295,50,45918.3,São Paulo,A,6.8,Bom
296,42,32899.34,Rio de Janeiro,A,6.3,Bom
297,69,10250.84,Rio de Janeiro,A,7.4,Bom
298,32,17268.98,São Paulo,B,7.1,Bom
299,56,33093.92,Vitória,B,5.6,Bom
300,35,22699.84,Vitória,B,7.0,Bom
301,19,30242.93,Vitória,A,9.7,Bom
302,36,29795.92,São Paulo,A,9.0,Bom
303,64,4487.53,Belo Horizonte,B,7.4,Bom
304,60,43469.86,São Paulo,A,9.0,Bom
305,76,18570.47,Belo Horizonte,A,7.8,Bom
306,12,49126.32,São Paulo,B,2.2,Bom
307,72,40918.27,Belo Horizonte,A,8.0,Bom
308,72,22245.04,Vitória,A,8.7,Bom
309,48,10193.57,Belo Horizonte,A,8.2,Bom
310,53,39163.94,Belo Horizonte,A,6.1,Bom
311,74,23093.24,São Paulo,B,8.1,Bom
312,25,45063.55,Rio de Janeiro,A,7.4,Bom
313,37,26479.08,Belo Horizonte,B,6.0,Bom
314,23,17403.69,São Paulo,A,7.6,Bom
315,22,29720.56,São Paulo,B,9.6,Bom
316,18,41690.93,Belo Horizonte,A,7.4,Bom
317,59,27699.87,São Paulo,A,6.2,Bom
318,19,28343.89,Vitória,B,9.4,Bom
319,63,4406.28,Belo Horizonte,A,6.3,Bom
320,66,32739.64,Belo Horizonte,B,9.1,Bom
321,22,13929.42,Belo Horizonte,A,9.0,Bom
322,33,34314.8,Belo Horizonte,B,9.6,Bom
323,71,27969.43,Rio de Janeiro,A,9.6,Bom
324,81,21549.57,Vitória,B,9.7,Bom
325,63,28507.73,Belo Horizonte,A,6.5,Bom
326,50,25472.27,Rio de Janeiro,A,8.9,Bom
327,22,33815.39,Vitória,A,9.6,Bom
328,64,32023.83,Vitória,B,8.2,Bom
329,25,29676.72,Vitória,B,7.2,Bom
330,47,24867.3,Vitória,A,6.7,Bom
331,24,30175.85,Vitória,A,5.2,Bom
332,57,29246.81,Belo Horizonte,B,7.0,Bom
333,77,25702.21,São Paulo,B,6.1,Bom
334,20,6179.26,São Paulo,B,9.4,Bom
335,51,35111.61,São Paulo,A,6.5,Bom
336,46,16021.13,Rio de Janeiro,A,8.2,Bom
337,62,44514.16,Belo Horizonte,B,9.5,Bom
338,54,36273.29,Rio de Janeiro,A,7.8,Bom
339,28,11452.98,Belo Horizonte,B,6.7,Bom
340,78,26723.92,Rio de Janeiro,A,7.1,Bom
341,30,17050.15,Belo Horizonte,A,6.1,Bom
342,44,19092.89,Vitória,A,8.6,Bom
343,17,23553.25,São Paulo,B,5.1,Bom
344,42,14714.53,Belo Horizonte,A,9.9,Bom
345,39,2510.95,Vitória,A,5.4,Bom
346,31,10593.12,Vitória,B,6.1,Bom
347,51,45562.85,São Paulo,A,9.1,Bom
348,49,34722.36,São Paulo,B,5.6,Bom
349,19,45813.44,Belo Horizonte,A,5.8,Bom
350,46,5562.88,Vitória,B,6.4,Bom
351,67,29569.9,Belo Horizonte,A,6.0,Bom
352,74,37782.12,São Paulo,B,9.4,Bom
353,75,15363.62,São Paulo,A,6.3,Bom
354,56,41082.66,Vitória,A,9.5,Bom
355,42,14916.8,São Paulo,A,7.1,Bom
356,74,9830.63,São Paulo,A,8.6,Bom
357,19,39812.68,São Paulo,A,8.4,Bom
358,22,12967.51,Vitória,A,8.8,Bom
359,22,5996.26,São Paulo,A,7.3,Bom
360,51,34156.91,Belo Horizonte,A,7.9,Bom
361,81,26858.14,São Paulo,B,6.0,Bom
362,81,23964.28,Vitória,A,7.3,Bom
363,27,31618.27,São Paulo,B,7.0,Bom
364,40,38656.37,Vitória,B,5.5,Bom
365,39,22787.86,Rio de Janeiro,A,8.8,Bom
366,68,22104.79,Vitória,A,8.1,Bom
367,52,16572.81,Belo Horizonte,A,8.3,Bom
368,40,41989.44,Rio de Janeiro,A,6.1,Bom
369,57,32898.67,Belo Horizonte,B,10.0,Bom
370,16,23647.41,Rio de Janeiro,A,7.1,Bom
371,49,11538.74,Rio de Janeiro,B,7.2,Bom
372,51,2311.79,São Paulo,A,7.1,Bom
373,16,15665.05,Rio de Janeiro,B,6.3,Bom
374,47,42895.66,Belo Horizonte,B,7.7,Bom
375,63,6185.07,Belo Horizonte,B,6.0,Bom
376,36,32204.14,Rio de Janeiro,A,8.3,Bom
377,41,5421.82,Rio de Janeiro,A,6.0,Bom
378,80,35129.7,São Paulo,B,5.7,Bom
379,32,6561.91,Rio de Janeiro,B,7.1,Bom
380,73,19804.2,Vitória,B,6.2,Bom
381,57,16357.53,Vitória,A,6.8,Bom
382,40,9278.89,Vitória,B,8.8,Bom
383,25,45422.23,Belo Horizonte,B,8.6,Bom
384,59,3542.6,Vitória,A,8.2,Bom
385,26,11272.02,Vitória,B,5.9,Bom
386,29,2139.59,Vitória,B,7.8,Bom
387,24,20400.64,Belo Horizonte,A,9.1,Bom
388,38,14628.96,Rio de Janeiro,B,8.5,Bom
389,27,32197.84,Belo Horizonte,A,9.1,Bom
390,18,42659.8,Belo Horizonte,B,7.9,Bom
391,22,36910.79,São Paulo,A,7.6,Bom
392,38,8351.78,Vitória,A,9.5,Bom
393,21,20321.84,Vitória,A,9.9,Bom
394,23,34788.38,Belo Horizonte,B,8.4,Bom
395,41,42528.37,São Paulo,B,6.4,Bom
396,34,13174.61,Belo Horizonte,A,9.4,Bom
397,18,16794.1,Belo Horizonte,A,5.9,Bom
398,28,27572.09,Belo Horizonte,B,6.4,Bom
399,77,3699.52,Belo Horizonte,A,6.9,Bom
400,41,42386.98,Rio de Janeiro,A,9.3,Bom
401,19,32818.47,Vitória,A,9.9,Bom
402,24,41390.76,Belo Horizonte,B,7.4,Bom
403,29,35602.83,São Paulo,B,7.0,Bom
404,55,2931.13,Vitória,A,5.0,Bom
405,67,13497.65,São Paulo,A,7.4,Bom
406,51,24922.91,Belo Horizonte,B,5.6,Bom
407,51,30212.74,Rio de Janeiro,A,9.4,Bom
408,46,39015.87,São Paulo,A,5.0,Bom
409,81,45968.28,Belo Horizonte,A,7.2,Bom
410,49,3355.02,São Paulo,B,7.1,Bom
411,31,2893.15,Vitória,B,7.5,Bom
412,10,59217.28,Belo Horizonte,B,2.6,Bom
413,53,42898.83,Rio de Janeiro,B,6.5,Bom
414,34,9704.8,Rio de Janeiro,A,5.9,Bom
415,22,35253.12,Rio de Janeiro,A,5.5,Bom
416,34,37568.1,Belo Horizonte,B,7.2,Bom
417,52,4052.34,Rio de Janeiro,B,5.9,Bom
418,22,30475.63,Belo Horizonte,B,8.7,Bom
419,70,27129.15,Vitória,B,9.3,Bom
420,23,19694.07,São Paulo,B,6.7,Bom
421,18,27632.82,Vitória,A,6.7,Bom
422,49,37628.5,Rio de Janeiro,B,8.4,Bom
423,35,26018.26,Belo Horizonte,B,6.4,Bom
424,82,19854.25,Rio de Janeiro,B,9.1,Bom
425,68,10716.21,Vitória,A,9.6,Bom
426,44,19157.92,São Paulo,B,9.3,Bom
427,18,28958.72,Belo Horizonte,A,5.5,Bom
428,46,19860.31,Belo Horizonte,A,6.1,Bom
429,80,5092.05,Rio de Janeiro,A,5.4,Bom
430,68,24196.29,Rio de Janeiro,B,8.7,Bom
431,33,34836.98,Vitória,A,9.4,Bom
432,81,27853.71,Belo Horizonte,B,7.1,Bom
433,52,30333.12,Belo Horizonte,A,7.9,Bom
434,73,6474.78,São Paulo,A,6.3,Bom
435,39,25509.99,Vitória,B,8.6,Bom
436,55,10039.76,Belo Horizonte,B,8.4,Bom
437,75,17591.64,São Paulo,A,5.1,Bom
438,55,39296.38,São Paulo,B,6.6,Bom
439,30,35605.26,Vitória,B,6.3,Bom
440,61,41024.59,Rio de Janeiro,A,5.7,Bom
441,44,30633.21,Rio de Janeiro,B,9.0,Bom
442,23,18755.41,Rio de Janeiro,B,7.4,Bom
443,48,31416.71,Belo Horizonte,A,6.5,Bom
444,78,34102.75,Rio de Janeiro,B,6.2,Bom
445,62,35677.25,São Paulo,A,6.2,Bom
446,67,39488.58,São Paulo,B,6.3,Bom
447,64,31558.0,São Paulo,A,6.2,Bom
448,37,20814.82,Vitória,A,7.4,Bom
449,74,9071.12,Belo Horizonte,B,8.1,Bom
450,81,3473.89,São Paulo,A,9.5,Bom
451,67,35849.54,Vitória,A,6.4,Bom
452,62,29625.39,Rio de Janeiro,B,9.3,Bom
453,72,29222.32,Vitória,B,9.4,Bom
454,79,16121.02,Vitória,A,5.6,Bom
455,34,13776.33,Vitória,A,9.0,Bom
456,69,20028.78,São Paulo,A,5.0,Bom
457,92,1262.68,Belo Horizonte,A,4.7,Bom
458,66,7392.45,Rio de Janeiro,A,9.6,Bom
459,69,5141.11,Vitória,B,6.6,Bom
460,62,25362.25,São Paulo,B,7.7,Bom
461,54,33487.44,Rio de Janeiro,B,7.9,Bom
462,56,36831.06,São Paulo,A,8.5,Bom
463,56,20215.69,São Paulo,B,6.6,Bom
464,77,13771.07,Rio de Janeiro,A,8.0,Bom
465,57,38349.9,Belo Horizonte,B,5.2,Bom
466,43,12220.95,Belo Horizonte,B,5.8,Bom
467,35,28974.13,Belo Horizonte,A,7.3,Bom
468,31,2282.84,Vitória,A,9.2,Bom
469,59,10573.01,São Paulo,A,8.4,Bom
470,56,3340.31,São Paulo,B,8.5,Bom
471,62,13594.44,Rio de Janeiro,A,6.4,Bom
472,43,4671.35,Belo Horizonte,A,8.5,Bom
473,77,23698.85,São Paulo,B,9.7,Bom
474,33,20390.99,São Paulo,B,6.9,Bom
475,71,12893.65,São Paulo,B,9.3,Bom
476,28,16629.7,São Paulo,A,6.2,Bom
477,31,19809.62,Belo Horizonte,B,10.0,Bom
478,26,34828.18,Belo Horizonte,A,7.2,Bom
479,69,34599.3,São Paulo,B,5.5,Bom
480,19,6802.39,São Paulo,B,7.5,Bom
481,49,8122.99,Belo Horizonte,A,8.9,Bom
482,80,31440.68,Rio de Janeiro,A,8.0,Bom
483,31,3804.62,Vitória,A,7.2,Bom
484,82,34753.6,Rio de Janeiro,A,8.5,Bom
485,72,38807.73,Vitória,A,9.1,Bom
486,73,38883.15,Rio de Janeiro,A,8.2,Bom
487,63,44013.09,São Paulo,A,7.7,Bom
488,78,16250.84,São Paulo,A,7.5,Bom
489,21,2663.92,São Paulo,B,7.1,Bom
490,57,26838.01,Belo Horizonte,B,5.7,Bom
491,26,14984.07,Rio de Janeiro,B,7.7,Bom
492,67,2422.14,São Paulo,A,9.0,Bom
493,72,8900.53,Belo Horizonte,A,6.0,Bom
494,59,23499.73,Vitória,A,8.8,Bom
495,51,32415.19,São Paulo,B,8.2,Bom
496,46,23320.65,Belo Horizonte,B,5.5,Bom
497,82,12042.12,Vitória,B,8.5,Bom
498,64,16426.6,Rio de Janeiro,B,5.8,Bom
499,27,3478.2,São Paulo,A,6.8,Bom
500,79,16107.05,São Paulo,B,7.2,Bom
501,48,21545.83,São Paulo,B,7.6,Bom
502,69,29733.52,São Paulo,A,5.2,Bom
503,69,23294.95,São Paulo,A,6.2,Bom
504,40,19414.8,São Paulo,B,6.1,Bom
505,34,27803.14,Rio de Janeiro,B,9.1,Bom
506,48,21105.69,São Paulo,A,5.9,Bom
507,18,45318.51,Belo Horizonte,A,7.3,Bom
508,33,39305.63,Belo Horizonte,B,9.3,Bom
509,40,29549.69,São Paulo,B,6.8,Bom
510,58,14972.54,Vitória,A,8.6,Bom
511,47,18559.65,Belo Horizonte,B,5.3,Bom
512,32,36069.6,Belo Horizonte,B,5.3,Bom
513,61,24248.27,Belo Horizonte,A,6.9,Bom
514,79,21632.69,Vitória,A,5.3,Bom
515,52,30833.38,Rio de Janeiro,B,7.1,Bom
516,79,29937.74,Rio de Janeiro,A,6.3,Bom
517,74,2347.52,Rio de Janeiro,A,7.4,Bom
518,64,5010.42,Belo Horizonte,B,5.2,Bom
519,42,18036.72,São Paulo,A,9.3,Bom
520,37,44581.34,Rio de Janeiro,A,7.8,Bom
521,27,35953.61,São Paulo,B,6.4,Bom
522,68,21553.69,Rio de Janeiro,B,6.0,Bom
523,35,33988.54,Belo Horizonte,A,5.7,Bom
524,75,3782.11,Belo Horizonte,A,5.4,Bom
525,41,44502.84,Rio de Janeiro,A,6.3,Bom
526,77,33519.87,São Paulo,A,9.9,Bom
