id,idade,renda,cidade,categoria,nota,feedback
127,82,42084.42,Rio de Janeiro,B,7.2,
128,59,1806.27,Belo Horizonte,B,6.9,Bom
129,63,6714.67,São Paulo,B,5.3,Bom
130,47,42195.59,Vitória,B,9.3,Bom
131,29,39180.03,Belo Horizonte,A,9.8,Bom
132,68,32309.34,Rio de Janeiro,B,7.6,Bom
133,39,7240.84,Belo Horizonte,B,7.3,Bom
134,70,9295.33,Rio de Janeiro,A,5.6,Bom
135,81,21208.09,São Paulo,B,9.5,
136,72,16361.9,São Paulo,B,7.2,Bom
137,67,45429.84,Rio de Janeiro,A,8.9,Bom
138,21,6173.26,São Paulo,A,6.8,Bom
139,25,11431.5,Belo Horizonte,B,7.1,Bom
140,47,34044.9,Rio de Janeiro,A,9.0,
141,39,37773.81,Rio de Janeiro,A,6.0,Bom
142,30,1759.05,São Paulo,B,7.9,Bom
143,81,32187.94,Belo Horizonte,B,6.4,Bom
144,51,46082.49,São Paulo,A,5.4,Bom
145,56,3957.25,Belo Horizonte,A,,
146,18,5996.94,Rio de Janeiro,B,5.2,Bom
147,72,31180.37,Rio de Janeiro,B,9.9,Bom
148,55,41331.44,Rio de Janeiro,A,8.4,Bom
149,74,9991.63,Belo Horizonte,A,5.1,Bom
150,60,38124.5,Belo Horizonte,A,9.1,Bom
151,28,19717.12,Vitória,B,5.8,Bom
152,67,27999.99,São Paulo,B,8.5,Bom
153,54,43690.62,Rio de Janeiro,B,8.8,Bom
154,16,13481.86,Rio de Janeiro,A,7.2,Bom
155,42,40476.72,Belo Horizonte,A,8.0,Bom
156,44,35390.19,Belo Horizonte,B,7.8,Bom
157,74,19363.69,Belo Horizonte,B,5.4,Bom
158,82,41175.11,Belo Horizonte,A,7.6,Bom
159,50,35684.71,São Paulo,A,5.4,Bom
160,51,10827.77,Vitória,B,8.3,Bom
161,81,29714.44,Vitória,B,9.9,Bom
162,62,26384.99,Rio de Janeiro,A,7.7,Bom
163,81,35528.72,Belo Horizonte,B,9.6,Bom
164,66,40841.3,Rio de Janeiro,B,6.2,Bom
165,56,11604.41,Vitória,A,5.1,Bom
166,31,12550.98,Vitória,A,5.9,Bom
167,24,46013.71,Vitória,A,6.0,Bom
168,32,30484.57,Vitória,A,8.0,Bom
169,76,32359.94,Vitória,B,8.6,Bom
170,45,15955.47,São Paulo,A,5.1,Bom
171,68,23160.6,Rio de Janeiro,A,6.2,Bom
172,78,1851.78,Rio de Janeiro,A,8.2,Bom
173,62,45385.73,São Paulo,A,8.0,Bom
174,57,26383.95,Rio de Janeiro,A,6.2,Bom
175,35,15877.66,São Paulo,B,5.4,Bom
176,46,1772.3,Vitória,A,9.3,Bom
177,58,14106.78,Belo Horizonte,A,8.1,Bom
178,78,30766.38,Belo Horizonte,A,5.3,Bom
179,27,3485.96,Belo Horizonte,A,9.2,Bom
180,72,28749.5,Rio de Janeiro,A,7.6,Bom
181,26,45116.09,Belo Horizonte,B,8.6,Bom
182,29,38926.93,Vitória,A,9.9,Bom
183,81,2842.38,Vitória,A,5.5,Bom
184,39,37436.34,São Paulo,A,8.3,Bom
185,17,9287.35,Vitória,A,8.4,Bom
186,25,27527.91,Vitória,A,5.2,Bom
187,61,41543.14,São Paulo,B,6.2,Bom
188,33,43270.27,São Paulo,A,6.5,Bom
189,69,39691.99,Belo Horizonte,A,9.1,Bom
190,20,7944.36,Belo Horizonte,B,8.4,Bom
191,37,43387.34,Vitória,,9.2,
192,31,30588.68,Vitória,A,6.1,Bom
193,24,42772.28,São Paulo,B,7.5,Bom
194,56,21867.5,Vitória,A,8.3,Bom
195,18,25537.22,São Paulo,B,8.9,Bom
196,,7472.52,São Paulo,A,9.8,Bom
197,24,6197.2,Belo Horizonte,B,8.4,Bom
198,60,12141.7,Rio de Janeiro,A,6.3,Bom
199,54,45270.57,Rio de Janeiro,B,6.6,Bom
200,31,41919.13,Rio de Janeiro,B,7.6,Bom
201,76,14710.34,Vitória,B,9.2,Bom
202,24,13536.79,São Paulo,B,6.4,Bom
203,27,22853.95,Rio de Janeiro,B,9.3,Bom
204,21,34390.62,Vitória,A,8.1,Bom
205,57,42991.23,São Paulo,B,9.8,Bom
206,63,32855.51,Rio de Janeiro,A,7.2,Bom
207,79,12225.18,Belo Horizonte,B,6.8,Bom
208,43,21298.59,São Paulo,A,6.8,Bom
209,68,35491.06,São Paulo,A,6.5,Bom
210,18,15937.0,Rio de Janeiro,A,7.4,Bom
211,52,30191.66,Belo Horizonte,A,6.5,Bom
212,18,24146.74,Vitória,B,8.3,Bom
213,33,39374.39,Vitória,A,9.6,Bom
214,79,8619.79,São Paulo,A,5.4,Bom
215,26,40730.86,São Paulo,A,6.8,Bom
216,31,10207.08,Rio de Janeiro,A,5.6,Bom
217,61,30783.31,São Paulo,A,5.2,Bom
218,41,2795.82,Vitória,B,10.0,Bom
219,55,25590.85,Rio de Janeiro,A,6.6,Bom
220,19,38750.7,Belo Horizonte,B,5.2,Bom
221,57,21848.43,Rio de Janeiro,A,9.7,Bom
222,77,18420.74,Belo Horizonte,B,5.2,Bom
223,27,1726.72,São Paulo,A,9.1,Bom
224,71,10915.08,Rio de Janeiro,B,5.1,Bom
225,18,1931.75,Rio de Janeiro,B,8.5,Bom
226,72,17825.03,São Paulo,B,6.9,Bom
227,73,2644.19,Vitória,A,5.8,Bom
228,66,32236.52,Vitória,B,7.4,Bom
229,20,16878.04,Vitória,A,8.1,Bom
230,33,42418.13,São Paulo,A,6.6,Bom
231,38,7939.02,,B,5.8,Bom
232,45,40304.44,Rio de Janeiro,A,5.2,Bom
233,62,13485.32,São Paulo,A,7.3,Bom
234,60,41732.26,São Paulo,B,8.1,Bom
235,74,41517.76,Belo Horizonte,B,9.1,Bom
236,58,4250.32,Vitória,B,10.0,Bom
237,44,4113.09,São Paulo,A,6.1,Bom
238,31,13233.98,Belo Horizonte,B,,
239,21,42626.26,Vitória,A,9.5,Bom
240,20,25500.89,Vitória,A,8.5,Bom
241,25,8317.17,São Paulo,A,7.7,Bom
242,62,14549.17,Belo Horizonte,A,9.1,Bom
243,73,43831.51,Vitória,A,9.5,Bom
244,33,29065.23,São Paulo,A,9.3,Bom
245,50,17738.78,São Paulo,B,7.1,Bom
246,35,37011.48,Belo Horizonte,B,8.4,Bom
247,53,36083.27,Vitória,B,7.1,Bom
248,46,45285.2,São Paulo,A,6.4,Bom
249,30,12722.87,Belo Horizonte,A,8.3,Bom
250,16,13740.28,São Paulo,A,7.1,Bom
251,36,21436.78,São Paulo,A,8.5,Bom
252,53,14300.91,São Paulo,B,6.4,Bom
253,44,5877.24,Belo Horizonte,B,8.5,Bom
254,70,19000.79,São Paulo,B,6.6,Bom
255,60,40303.91,Vitória,A,9.2,Bom
256,76,18958.76,Belo Horizonte,A,9.4,Bom
257,67,21136.41,Rio de Janeiro,B,5.4,Bom
258,64,5266.92,Rio de Janeiro,A,8.2,Bom
259,72,23142.48,Rio de Janeiro,B,5.0,Bom
260,25,36980.86,Vitória,A,6.2,Bom
261,78,38469.66,Belo Horizonte,B,9.6,Bom
262,56,24360.0,São Paulo,A,6.3,Bom
263,118,64788.97,São Paulo,A,3.7,Bom
264,28,19571.83,São Paulo,B,6.5,Bom
265,20,29595.19,Belo Horizonte,A,6.4,Bom
266,65,,Vitória,A,9.0,
267,,8900.39,São Paulo,A,6.5,Bom
268,74,21482.53,Belo Horizonte,B,6.2,Bom
269,49,10228.14,Vitória,B,6.9,Bom
270,34,44007.14,São Paulo,A,9.3,Bom
271,49,6017.49,Belo Horizonte,A,6.1,Bom
272,21,15216.35,São Paulo,A,6.4,Bom
273,27,40739.21,Rio de Janeiro,A,9.3,Bom
274,54,,São Paulo,A,5.1,
275,82,41872.98,São Paulo,B,8.8,Bom
276,39,5288.91,Belo Horizonte,B,5.7,Bom
277,38,33652.4,Vitória,B,6.5,Bom
278,71,17563.48,Belo Horizonte,A,5.4,Bom
279,25,29017.7,Belo Horizonte,B,8.7,Bom
280,66,41369.3,Vitória,B,5.5,Bom
281,30,15325.82,Vitória,B,5.8,Bom
282,18,32744.85,São Paulo,A,7.2,Bom
283,57,18557.44,Rio de Janeiro,A,9.6,Bom
284,74,14059.68,Vitória,A,6.3,Bom
285,20,11213.62,Vitória,B,5.1,Bom
286,56,42408.84,São Paulo,A,8.6,Bom
287,104,69923.55,Vitória,A,0.8,Bom
288,19,36348.43,São Paulo,A,9.9,Bom
289,61,25127.11,São Paulo,B,6.7,Bom
290,74,17656.15,Rio de Janeiro,A,9.7,Bom
291,32,20660.73,São Paulo,B,5.2,Bom
292,35,13351.86,Belo Horizonte,B,7.8,Bom
293,17,33355.59,Vitória,B,9.2,Bom
294,50,15038.25,Vitória,B,6.8,Bom
295,26,27639.36,São Paulo,B,9.3,Bom
296,70,36711.48,São Paulo,A,5.5,Bom
297,71,13906.6,São Paulo,B,6.4,Bom
298,46,9939.62,Vitória,A,5.9,Bom
299,43,16943.14,Rio de Janeiro,A,5.1,Bom
300,52,34038.88,São Paulo,B,9.7,Bom
301,22,16045.72,Vitória,B,5.0,Bom
302,39,19102.02,Belo Horizonte,B,9.0,Bom
303,22,39224.82,Vitória,B,6.7,Bom
304,73,34941.04,Vitória,A,8.4,Bom
305,32,12254.75,Belo Horizonte,A,7.5,Bom
306,26,1861.45,Vitória,B,8.8,Bom
307,45,24467.79,Rio de Janeiro,A,7.3,Bom
308,75,44325.07,Belo Horizonte,B,8.7,Bom
309,37,17314.74,Rio de Janeiro,A,9.3,Bom
310,69,29356.13,Vitória,A,8.6,Bom
311,45,3977.52,São Paulo,B,9.5,Bom
312,59,34539.91,Rio de Janeiro,A,9.3,Bom
313,39,21993.02,Rio de Janeiro,A,9.4,Bom
314,24,35893.4,Vitória,B,6.0,Bom
315,33,18940.29,Vitória,B,10.0,Bom
316,34,18197.95,Rio de Janeiro,B,8.6,Bom
317,69,13249.68,Vitória,A,6.3,Bom
318,28,4256.69,Rio de Janeiro,A,9.0,Bom
319,66,32777.54,Rio de Janeiro,A,8.7,Bom
320,70,11224.59,Belo Horizonte,A,7.4,Bom
321,44,29930.84,Rio de Janeiro,A,6.3,Bom
322,77,3073.0,Rio de Janeiro,A,8.0,Bom
323,36,39823.05,São Paulo,A,6.3,Bom
324,68,29552.34,Rio de Janeiro,A,6.8,Bom
325,22,31084.13,Vitória,A,9.6,Bom
326,65,7654.94,Belo Horizonte,A,7.5,Bom
327,41,42012.67,Vitória,B,8.2,Bom
328,58,38681.13,Vitória,B,8.4,Bom
329,37,11328.29,São Paulo,B,8.8,Bom
330,66,36605.05,São Paulo,A,9.0,Bom
331,66,44665.42,Rio de Janeiro,B,7.5,Bom
332,77,14740.55,Rio de Janeiro,B,9.0,Bom
333,20,4412.9,Rio de Janeiro,A,5.3,Bom
334,23,9162.74,São Paulo,B,9.3,Bom
335,37,12613.63,Vitória,B,6.6,Bom
336,52,15936.48,Belo Horizonte,B,9.6,Bom
337,52,23494.8,Vitória,B,8.5,Bom
338,21,17755.15,Vitória,A,9.6,Bom
339,29,30744.8,Belo Horizonte,A,7.4,Bom
340,38,27899.05,Belo Horizonte,B,9.1,Bom
341,20,28421.19,Rio de Janeiro,B,8.7,Bom
342,50,24084.27,São Paulo,A,5.9,Bom
343,51,23542.71,Belo Horizonte,A,5.3,Bom
344,19,25869.49,São Paulo,B,7.3,Bom
345,50,41570.22,São Paulo,A,9.7,Bom
346,70,14411.76,Vitória,B,5.5,Bom
347,25,45537.79,Belo Horizonte,B,6.9,Bom
348,21,45019.69,Rio de Janeiro,A,8.7,Bom
349,57,31948.55,Belo Horizonte,A,7.1,Bom
350,33,26284.06,Belo Horizonte,B,6.3,Bom
351,22,27929.79,Belo Horizonte,B,9.1,Bom
352,40,27400.93,Belo Horizonte,B,8.3,Bom
353,73,11332.84,São Paulo,A,5.1,Bom
354,62,41356.18,Vitória,B,9.1,Bom
355,73,37445.15,Rio de Janeiro,B,5.9,Bom
356,40,34701.12,Vitória,B,5.7,Bom
357,59,6461.62,Rio de Janeiro,B,7.9,Bom
358,37,8458.02,São Paulo,A,9.0,Bom
359,76,38300.4,Rio de Janeiro,B,8.6,Bom
360,41,28549.77,Vitória,B,8.6,Bom
361,27,2629.46,Rio de Janeiro,B,6.1,Bom
362,17,36128.01,Rio de Janeiro,B,8.3,Bom
363,80,25519.55,São Paulo,B,7.2,Bom
364,68,22271.86,São Paulo,A,6.8,Bom
365,77,40434.64,Rio de Janeiro,B,9.1,Bom
366,28,24707.61,Vitória,A,5.7,Bom
367,67,37240.39,Belo Horizonte,B,9.8,Bom
368,21,38705.46,Belo Horizonte,A,7.1,Bom
369,79,16394.8,Belo Horizonte,A,6.6,Bom
370,28,30125.51,Vitória,A,7.8,Bom
371,47,37157.88,São Paulo,A,10.0,Bom
372,66,28011.88,Belo Horizonte,B,8.8,Bom
373,16,13152.34,Vitória,A,8.2,Bom
374,72,39689.07,Vitória,B,5.7,Bom
375,36,3232.68,Vitória,B,9.2,Bom
376,57,32046.2,Rio de Janeiro,B,5.5,Bom
377,43,4914.97,Belo Horizonte,A,7.0,Bom
378,77,5295.29,Vitória,A,9.4,Bom
379,37,36883.59,Rio de Janeiro,B,9.9,Bom
380,32,15300.68,Belo Horizonte,B,8.4,Bom
381,29,8441.2,Rio de Janeiro,B,8.6,
382,77,11069.94,São Paulo,B,7.3,Bom
383,21,13949.3,São Paulo,A,5.5,Bom
384,43,16815.45,Belo Horizonte,A,8.4,Bom
385,48,,Belo Horizonte,B,5.1,
386,56,41537.59,Belo Horizonte,B,7.0,Bom
387,49,4838.07,Rio de Janeiro,B,6.9,Bom
388,40,10042.72,São Paulo,B,8.1,Bom
389,61,32941.91,São Paulo,A,8.5,Bom
390,19,22808.54,Rio de Janeiro,B,8.9,Bom
391,70,41797.23,Rio de Janeiro,A,5.3,Bom
392,19,4499.18,Belo Horizonte,A,8.0,Bom
393,64,12335.81,Belo Horizonte,B,7.3,Bom
394,40,33792.34,Vitória,A,7.5,Bom
395,38,20086.55,Vitória,A,9.6,Bom
396,73,31961.48,Rio de Janeiro,A,6.1,Bom
397,24,9810.91,Rio de Janeiro,A,8.0,Bom
398,46,7321.37,Rio de Janeiro,A,5.1,Bom
399,31,14850.75,Belo Horizonte,B,5.1,Bom
400,39,35564.79,Belo Horizonte,B,5.8,Bom
401,77,42502.51,São Paulo,B,8.8,Bom
402,82,43358.08,Vitória,B,7.2,Bom
403,42,27060.39,Vitória,B,7.1,Bom
404,24,9653.74,Belo Horizonte,B,8.1,Bom
405,49,6555.58,Belo Horizonte,A,7.5,Bom
406,69,11175.28,São Paulo,A,8.0,Bom
407,65,19307.07,,B,9.5,Bom
408,39,38548.55,São Paulo,A,8.4,Bom
409,82,36741.99,Rio de Janeiro,B,7.6,Bom
410,40,37304.62,Rio de Janeiro,B,9.4,Bom
411,26,16588.03,São Paulo,B,8.8,Bom
412,64,33685.63,Vitória,A,5.8,Bom
413,78,24551.77,Rio de Janeiro,B,5.4,Bom
414,41,44843.91,São Paulo,B,9.5,Bom
415,82,45325.42,São Paulo,B,7.1,Bom
416,43,6672.22,São Paulo,A,8.5,Bom
417,6,1400.08,Belo Horizonte,B,2.6,Bom
418,40,12930.06,Rio de Janeiro,B,9.6,Bom
419,70,14139.8,,B,6.2,Bom
420,41,17572.67,São Paulo,B,8.3,Bom
421,73,3447.07,,B,6.2,Bom
422,36,28933.11,Rio de Janeiro,A,9.3,Bom
423,25,9475.99,Vitória,A,6.3,Bom
424,82,25885.7,Rio de Janeiro,B,6.0,Bom
425,82,6109.56,Belo Horizonte,A,9.7,Bom
426,46,42474.31,Belo Horizonte,B,7.6,Bom
427,50,25268.97,Belo Horizonte,A,7.1,Bom
428,43,42607.01,Belo Horizonte,A,5.2,Bom
429,46,25969.94,São Paulo,B,6.9,Bom
430,30,7906.48,Vitória,A,6.4,Bom
431,44,37307.33,São Paulo,B,8.9,Bom
432,67,41072.94,Rio de Janeiro,A,6.4,Bom
433,49,8182.45,São Paulo,A,6.3,Bom
434,66,19929.96,Belo Horizonte,A,8.4,Bom
435,20,8624.98,Vitória,A,9.1,Bom
436,58,37764.98,Vitória,B,5.1,Bom
437,72,3074.88,Vitória,B,6.5,Bom
438,46,4944.37,São Paulo,B,6.8,Bom
439,51,39901.21,Vitória,A,5.0,Bom
440,67,35566.54,Belo Horizonte,B,8.1,Bom
441,34,17409.71,Rio de Janeiro,A,7.7,Bom
442,46,15244.01,Belo Horizonte,B,7.3,Bom
443,32,6385.24,Vitória,A,6.8,Bom
444,80,22814.56,Belo Horizonte,A,8.3,Bom
445,19,14131.15,Vitória,A,7.5,Bom
446,45,23598.16,São Paulo,B,8.5,Bom
447,60,24952.36,São Paulo,A,5.2,Bom
448,32,6921.9,Belo Horizonte,A,7.3,Bom
449,35,11250.02,São Paulo,B,7.5,Bom
450,61,44634.72,São Paulo,A,6.8,Bom
451,32,9086.59,Belo Horizonte,B,6.8,Bom
452,21,22520.94,Vitória,B,8.5,Bom
453,27,15926.33,São Paulo,B,6.6,Bom
454,32,,Rio de Janeiro,B,7.3,
455,18,12920.68,São Paulo,B,5.0,Bom
456,77,37679.61,Belo Horizonte,B,7.5,Bom
457,32,38090.74,Rio de Janeiro,B,7.2,Bom
458,55,3477.2,Belo Horizonte,A,6.4,Bom
459,26,35694.82,São Paulo,B,8.3,Bom
460,63,38740.36,Vitória,B,8.8,Bom
461,82,32429.86,Belo Horizonte,A,9.3,Bom
462,23,44278.75,Vitória,A,8.6,Bom
463,19,23072.46,Rio de Janeiro,B,8.5,Bom
464,63,39317.47,São Paulo,B,6.1,Bom
465,77,23856.88,Vitória,B,6.0,Bom
466,28,40390.78,Vitória,A,7.9,Bom
467,50,7844.46,São Paulo,A,9.0,Bom
468,62,5887.0,Belo Horizonte,A,6.6,Bom
469,69,41130.81,Rio de Janeiro,B,8.2,Bom
470,51,14251.42,Rio de Janeiro,B,9.2,Bom
471,66,30216.31,Vitória,B,6.6,Bom
472,45,30692.78,Belo Horizonte,B,7.7,Bom
473,82,10958.24,Rio de Janeiro,A,7.6,Bom
474,19,3541.89,São Paulo,B,6.4,Bom
475,72,13184.58,São Paulo,,6.8,
476,81,31554.52,Belo Horizonte,A,9.2,Bom
477,30,11112.23,Belo Horizonte,A,6.0,Bom
478,49,5294.07,Vitória,A,5.7,Bom
479,20,34255.49,Vitória,B,8.4,Bom
480,63,43299.06,Belo Horizonte,B,9.4,Bom
481,55,16354.41,Belo Horizonte,A,8.5,Bom
482,34,5667.54,Vitória,B,7.9,Bom
483,76,37417.25,Belo Horizonte,A,6.3,Bom
484,81,13697.16,Rio de Janeiro,A,8.9,Bom
485,40,42444.31,Vitória,B,5.7,Bom
486,46,21573.01,São Paulo,A,8.0,Bom
487,55,33179.5,Belo Horizonte,A,5.0,Bom
488,48,25815.1,São Paulo,B,5.3,Bom
489,64,40815.68,São Paulo,B,7.6,Bom
490,37,7186.42,São Paulo,A,9.8,Bom
491,46,9501.75,Rio de Janeiro,B,9.8,
492,70,15949.49,Rio de Janeiro,B,8.5,Bom
493,41,14948.06,Belo Horizonte,A,8.6,Bom
494,69,24474.13,São Paulo,B,9.9,Bom
495,66,16054.8,Rio de Janeiro,B,8.3,Bom
496,35,45195.24,São Paulo,A,5.4,Bom
497,51,42887.17,Rio de Janeiro,B,6.1,Bom
498,81,45462.56,Rio de Janeiro,A,7.2,Bom
499,43,5696.6,Vitória,A,8.6,Bom
500,30,23873.43,Vitória,A,7.3,Bom
501,52,16226.78,Belo Horizonte,B,9.7,Bom
502,76,40079.15,Belo Horizonte,B,10.0,Bom
503,70,30926.35,Rio de Janeiro,A,5.9,Bom
504,21,6901.39,Rio de Janeiro,B,9.9,Bom
505,74,6497.03,Rio de Janeiro,A,6.1,Bom
506,68,12382.75,São Paulo,B,5.4,Bom
507,28,45620.11,Vitória,B,6.5,Bom
508,54,21764.77,Rio de Janeiro,A,6.6,Bom
509,19,28582.16,Rio de Janeiro,A,5.1,Bom
510,65,17276.92,Rio de Janeiro,,6.6,
511,21,42136.9,Vitória,,7.0,
512,46,15824.94,Belo Horizonte,A,8.0,
513,40,14898.2,Belo Horizonte,A,5.5,Bom
514,81,31585.1,Rio de Janeiro,B,5.6,Bom
515,80,38662.93,Rio de Janeiro,A,5.0,Bom
516,64,13214.96,Rio de Janeiro,A,7.0,Bom
517,18,5996.67,Rio de Janeiro,B,5.8,Bom
518,70,16067.72,Vitória,A,8.7,Bom
519,24,33549.37,Vitória,B,5.9,
520,21,17855.51,Vitória,A,8.5,Bom
521,47,8517.42,Rio de Janeiro,B,8.9,Bom
522,74,15362.54,Belo Horizonte,B,5.1,Bom
523,40,43771.48,São Paulo,B,8.6,Bom
524,27,12030.5,São Paulo,A,5.7,Bom
525,24,35831.53,São Paulo,B,8.4,Bom
526,63,32572.92,Rio de Janeiro,B,9.5,Bom
527,60,45985.3,Rio de Janeiro,B,9.7,Bom
528,52,32950.44,Vitória,B,6.2,Bom
529,77,33446.58,São Paulo,B,5.6,Bom
530,32,31098.63,Rio de Janeiro,B,9.4,Bom
531,29,38151.47,São Paulo,A,7.7,Bom
532,49,18280.74,Belo Horizonte,A,8.3,Bom
