id,idade,renda,cidade,categoria,nota,feedback
63,23,22376.07,Rio de Janeiro,B,9.3,Bom
64,12,892.61,Belo Horizonte,B,0.1,Bom
65,32,7375.17,Rio de Janeiro,A,9.3,
66,42,41212.28,Vitória,A,7.5,Bom
67,35,34980.41,São Paulo,B,9.1,Bom
68,80,27750.61,Rio de Janeiro,A,9.6,Bom
69,33,33173.72,Rio de Janeiro,B,6.0,Bom
70,29,9985.65,Vitória,B,9.1,Bom
71,65,30317.54,São Paulo,A,7.9,Bom
72,81,19965.15,São Paulo,B,7.2,Bom
73,22,9000.73,Rio de Janeiro,A,10.0,Bom
74,79,12852.86,,A,6.6,Bom
75,38,30349.55,Rio de Janeiro,A,6.3,Bom
76,63,7676.65,Rio de Janeiro,B,8.0,Bom
77,36,27259.91,Belo Horizonte,A,8.7,Bom
78,69,30545.98,São Paulo,A,9.4,Bom
79,70,39505.6,São Paulo,B,9.7,Bom
80,69,46118.27,Rio de Janeiro,B,8.3,Bom
81,38,19266.12,Rio de Janeiro,B,6.8,Bom
82,80,36421.96,Rio de Janeiro,B,9.7,Bom
83,50,37472.39,Vitória,B,6.7,Bom
84,47,18131.71,Rio de Janeiro,A,8.2,Bom
85,42,16036.13,Vitória,A,5.1,Bom
86,77,34277.45,Belo Horizonte,A,8.4,Bom
87,81,3202.66,São Paulo,B,5.7,Bom
88,69,19347.36,Vitória,B,9.9,Bom
89,29,30491.19,São Paulo,A,5.1,Bom
90,70,36965.2,Vitória,A,5.2,Bom
91,51,28842.14,São Paulo,A,7.0,Bom
92,61,19031.79,São Paulo,A,9.1,Bom
93,58,43289.17,Belo Horizonte,A,5.1,Bom
94,46,20488.32,Belo Horizonte,B,6.1,Bom
95,22,14055.75,Vitória,B,8.8,Bom
96,16,21086.54,São Paulo,B,8.7,Bom
97,63,37478.67,Belo Horizonte,B,6.2,Bom
98,71,19908.11,São Paulo,A,9.6,Bom
99,28,10879.23,Vitória,A,7.1,Bom
100,17,19713.59,Belo Horizonte,B,8.3,Bom
101,19,42639.15,São Paulo,A,7.8,Bom
102,43,8770.49,São Paulo,B,5.9,Bom
103,63,2255.75,Rio de Janeiro,A,8.1,Bom
104,40,2858.77,Vitória,B,5.9,Bom
105,55,43251.71,Rio de Janeiro,B,8.5,Bom
106,78,26697.54,Belo Horizonte,A,6.8,Bom
107,74,19193.31,São Paulo,B,8.4,Bom
108,18,32865.98,São Paulo,A,7.9,Bom
109,81,4356.53,Vitória,B,5.1,Bom
110,41,42659.24,Vitória,B,7.9,Bom
111,49,36530.69,Belo Horizonte,A,6.1,Bom
112,19,12445.74,Belo Horizonte,B,9.9,Bom
113,82,2419.1,São Paulo,B,6.6,Bom
114,29,43571.84,São Paulo,B,6.8,Bom
115,22,43244.9,Rio de Janeiro,B,6.3,Bom
116,22,30925.71,São Paulo,B,8.3,Bom
117,46,17849.38,Belo Horizonte,A,5.0,Bom
118,67,21019.14,Rio de Janeiro,A,8.9,Bom
119,27,40601.59,São Paulo,B,9.4,Bom
120,55,3301.98,Rio de Janeiro,A,5.0,Bom
121,28,11888.14,Belo Horizonte,A,6.9,Bom
122,35,32194.77,Rio de Janeiro,A,9.8,Bom
123,16,3702.33,Vitória,A,5.4,Bom
124,24,34065.28,São Paulo,B,7.4,Bom
125,20,40735.0,Belo Horizonte,A,8.4,Bom
126,41,21999.8,Rio de Janeiro,B,9.1,Bom
127,28,19643.03,Rio de Janeiro,A,9.6,Bom
128,58,6725.65,São Paulo,A,5.5,Bom
129,46,30387.53,São Paulo,B,7.4,Bom
130,18,36850.3,Vitória,B,7.3,Bom
131,46,6767.14,São Paulo,A,9.9,Bom
132,40,4926.95,Rio de Janeiro,A,6.9,Bom
133,54,10189.61,Vitória,A,8.0,Bom
134,50,19594.95,Belo Horizonte,A,7.7,Bom
135,25,30676.44,Vitória,B,6.8,Bom
136,26,33677.76,Vitória,B,6.1,Bom
137,26,25144.94,,B,9.5,Bom
138,69,3646.87,Rio de Janeiro,B,6.0,Bom
139,35,10830.46,São Paulo,A,9.4,Bom
140,36,17851.37,Vitória,A,8.5,Bom
141,46,1964.62,Vitória,A,6.0,Bom
142,30,24515.61,Rio de Janeiro,A,7.6,Bom
143,43,5023.83,São Paulo,A,9.2,Bom
144,26,26073.45,Vitória,B,7.2,Bom
145,38,14277.73,Rio de Janeiro,A,6.0,Bom
146,36,5009.69,Rio de Janeiro,A,5.2,Bom
147,36,16283.13,São Paulo,B,6.5,Bom
148,35,24099.38,São Paulo,A,10.0,Bom
149,65,13728.04,São Paulo,A,6.8,Bom
150,59,37344.54,Rio de Janeiro,B,6.1,Bom
151,58,2853.36,Belo Horizonte,B,5.2,Bom
152,63,43491.96,Rio de Janeiro,B,8.8,Bom
153,73,32829.95,Belo Horizonte,B,6.4,Bom
154,16,1749.28,Vitória,B,6.1,Bom
155,48,40699.87,Rio de Janeiro,B,8.0,Bom
156,16,5175.1,Belo Horizonte,B,5.7,Bom
157,32,39241.35,Rio de Janeiro,B,9.3,Bom
158,21,29453.21,São Paulo,A,6.6,Bom
159,33,14327.15,Belo Horizonte,B,9.8,Bom
160,51,3300.4,São Paulo,B,7.2,Bom
161,,45054.98,São Paulo,A,7.2,Bom
162,28,22472.93,São Paulo,A,6.5,Bom
163,65,7769.21,Vitória,A,7.4,Bom
164,17,12653.85,Vitória,B,6.3,Bom
165,21,9731.56,São Paulo,B,6.2,Bom
166,71,21685.8,São Paulo,A,6.8,Bom
167,80,36367.23,,B,7.7,Bom
168,36,21187.18,São Paulo,B,8.4,Bom
169,31,18503.31,Rio de Janeiro,A,7.5,Bom
170,16,20383.09,São Paulo,B,9.0,Bom
171,35,11227.71,São Paulo,B,8.1,Bom
172,44,27941.34,Belo Horizonte,B,9.1,Bom
173,47,10509.3,São Paulo,A,9.3,Bom
174,42,44581.72,Belo Horizonte,A,9.3,Bom
175,45,39187.71,Vitória,A,6.4,Bom
176,72,25257.51,São Paulo,B,8.7,Bom
177,57,15557.42,Belo Horizonte,A,5.8,Bom
178,17,16453.87,Vitória,B,8.7,Bom
179,43,21648.84,Belo Horizonte,A,9.1,Bom
180,65,34963.75,Rio de Janeiro,A,8.9,Bom
181,70,17516.67,Belo Horizonte,A,8.8,Bom
182,61,37227.51,São Paulo,A,8.5,Bom
183,70,2714.02,Rio de Janeiro,A,5.4,Bom
184,66,27548.57,Rio de Janeiro,A,9.5,Bom
185,53,7827.26,São Paulo,A,5.3,Bom
186,27,38150.24,Belo Horizonte,A,8.7,Bom
187,55,26033.6,São Paulo,B,5.3,Bom
188,59,27980.2,São Paulo,B,6.0,Bom
189,61,44481.11,São Paulo,B,5.7,Bom
190,58,20406.19,Belo Horizonte,B,9.1,Bom
191,31,8640.1,Rio de Janeiro,A,9.0,Bom
192,76,18002.65,Rio de Janeiro,A,8.4,Bom
193,48,40735.3,Vitória,A,7.3,Bom
194,77,10396.43,Rio de Janeiro,B,10.0,Bom
195,58,30656.3,Belo Horizonte,A,5.4,Bom
196,71,24959.62,Belo Horizonte,A,9.8,Bom
197,43,8090.21,Vitória,B,9.3,Bom
198,30,20177.88,Rio de Janeiro,A,8.6,Bom
199,73,42885.09,Rio de Janeiro,A,5.4,Bom
200,65,33344.29,São Paulo,B,9.2,Bom
201,65,13444.47,Rio de Janeiro,B,5.5,Bom
202,31,44179.33,Belo Horizonte,A,7.8,Bom
203,39,17564.51,Belo Horizonte,A,7.0,Bom
204,49,33937.38,Belo Horizonte,B,9.5,Bom
205,70,10828.66,Vitória,B,7.8,Bom
206,28,14127.48,São Paulo,A,7.1,Bom
207,78,18379.26,Vitória,A,6.8,Bom
208,47,3128.67,Vitória,B,9.2,Bom
209,78,41207.19,Rio de Janeiro,A,5.4,Bom
210,46,9760.57,São Paulo,B,6.3,Bom
211,36,12694.93,São Paulo,B,9.9,Bom
212,56,6470.23,Belo Horizonte,B,5.0,Bom
213,21,38802.61,São Paulo,A,7.9,Bom
214,49,3175.55,São Paulo,B,6.0,Bom
215,63,8589.62,São Paulo,B,8.4,Bom
216,45,34936.82,São Paulo,B,9.2,Bom
217,27,11005.04,São Paulo,A,8.0,Bom
218,60,3021.18,Vitória,B,8.9,Bom
219,51,34113.19,Belo Horizonte,B,8.0,Bom
220,18,28298.94,Vitória,B,6.2,Bom
221,62,46137.4,São Paulo,B,9.2,Bom
222,28,8006.04,Belo Horizonte,B,9.3,Bom
223,30,15149.95,Rio de Janeiro,A,7.6,Bom
224,38,39603.04,São Paulo,B,6.4,Bom
225,73,41664.32,São Paulo,A,5.2,Bom
226,80,37491.55,Rio de Janeiro,A,9.0,
227,59,31502.59,Belo Horizonte,B,6.0,Bom
228,57,5987.02,São Paulo,A,,
229,21,41652.64,Rio de Janeiro,A,6.8,Bom
230,34,28048.01,Rio de Janeiro,B,5.7,Bom
231,34,34898.25,Belo Horizonte,A,7.7,Bom
232,75,20295.1,Vitória,B,8.5,Bom
233,19,9003.49,Vitória,B,6.9,Bom
234,69,1976.02,Belo Horizonte,A,8.3,Bom
235,26,39518.63,Vitória,B,9.5,Bom
236,68,34693.14,Vitória,B,8.9,Bom
237,62,25849.66,Rio de Janeiro,A,7.8,Bom
238,35,34727.31,São Paulo,A,7.3,Bom
239,70,5792.45,São Paulo,B,9.5,Bom
240,57,24016.71,Rio de Janeiro,B,5.3,Bom
241,78,,Belo Horizonte,A,6.6,
242,73,3143.61,São Paulo,B,5.3,Bom
243,57,24747.14,Rio de Janeiro,A,8.4,Bom
244,26,43730.56,Belo Horizonte,A,8.4,Bom
245,36,25791.5,São Paulo,B,9.6,Bom
246,28,29766.17,Vitória,A,6.9,
247,39,36607.76,Vitória,A,6.9,Bom
248,62,31462.55,São Paulo,A,6.0,Bom
249,35,14124.92,São Paulo,A,5.8,Bom
250,25,25952.45,Vitória,B,8.1,Bom
251,82,30069.14,São Paulo,A,8.8,Bom
252,22,39739.39,Vitória,B,6.6,Bom
253,75,31066.2,São Paulo,A,7.1,Bom
254,76,9728.22,Vitória,A,7.6,Bom
255,37,40670.18,Belo Horizonte,A,5.9,
256,64,45363.58,Rio de Janeiro,A,6.0,Bom
257,35,41261.9,Rio de Janeiro,A,6.7,Bom
258,49,34309.83,Belo Horizonte,A,8.8,Bom
259,74,44298.09,Vitória,A,6.9,Bom
260,41,30028.6,Rio de Janeiro,A,7.8,Bom
261,34,9829.85,Belo Horizonte,A,9.7,Bom
262,48,29297.1,Vitória,A,8.8,Bom
263,65,43083.87,Rio de Janeiro,A,9.0,Bom
264,22,35098.98,Rio de Janeiro,B,7.6,Bom
265,,21969.74,São Paulo,A,8.9,Bom
266,31,27498.75,Belo Horizonte,B,7.9,Bom
267,23,30843.59,São Paulo,B,5.5,Bom
268,21,34577.33,Vitória,A,7.0,Bom
269,70,19962.55,Vitória,A,5.6,Bom
270,41,12041.18,Rio de Janeiro,A,5.3,Bom
271,76,34686.31,Rio de Janeiro,A,6.0,Bom
272,29,26957.85,São Paulo,B,9.4,Bom
273,76,37241.2,Vitória,A,7.9,Bom
274,61,42977.73,Rio de Janeiro,A,9.3,Bom
275,28,12768.38,Belo Horizonte,B,7.7,Bom
276,24,31832.03,Vitória,A,9.0,Bom
277,20,27612.66,Belo Horizonte,B,7.4,Bom
278,66,39958.18,Vitória,B,8.6,Bom
279,20,8949.7,Rio de Janeiro,B,7.9,Bom
280,71,31347.59,Belo Horizonte,A,8.5,Bom
281,29,22374.69,Vitória,,5.2,
282,71,25780.28,Vitória,A,6.6,Bom
283,78,23122.94,São Paulo,A,9.3,Bom
284,79,8793.48,Belo Horizonte,B,6.2,Bom
285,58,19659.48,São Paulo,B,8.8,Bom
286,70,31128.24,Vitória,B,5.9,Bom
287,50,3193.88,Vitória,A,6.4,Bom
288,32,25960.71,Belo Horizonte,A,9.7,Bom
289,70,46067.41,Vitória,A,,
290,34,29359.99,Rio de Janeiro,B,9.7,Bom
291,60,19713.99,Rio de Janeiro,A,8.6,Bom
292,55,11868.0,Belo Horizonte,B,9.5,Bom
293,23,40127.4,São Paulo,B,7.6,Bom
294,81,9164.18,Rio de Janeiro,B,6.3,Bom
295,76,27640.69,Belo Horizonte,B,9.4,Bom
296,16,15754.14,Vitória,A,7.1,Bom
297,40,9794.53,São Paulo,A,5.2,Bom
298,37,9772.43,Vitória,A,5.5,Bom
299,37,20622.62,Vitória,A,5.6,Bom
300,46,9304.26,São Paulo,A,8.1,Bom
301,68,45306.4,Vitória,B,6.0,Bom
302,17,3601.13,Belo Horizonte,B,5.4,Bom
303,51,33985.02,Vitória,B,5.1,Bom
304,61,35997.15,Belo Horizonte,B,9.6,Bom
305,24,21279.74,Rio de Janeiro,A,9.4,Bom
306,64,28562.03,Rio de Janeiro,B,5.3,Bom
307,75,32658.09,Vitória,B,9.5,Bom
308,57,32433.96,São Paulo,A,7.0,Bom
309,63,29091.96,São Paulo,B,5.6,Bom
310,24,18382.75,Belo Horizonte,A,5.3,Bom
311,59,4106.91,Rio de Janeiro,B,7.2,Bom
312,49,23464.51,São Paulo,A,7.2,Bom
313,31,38692.6,Rio de Janeiro,A,6.6,Bom
314,68,22621.46,Vitória,A,9.6,Bom
315,16,20820.81,Rio de Janeiro,A,8.4,Bom
316,68,39909.55,Belo Horizonte,A,7.0,Bom
317,67,5286.32,Vitória,A,5.6,Bom
318,,16542.91,Belo Horizonte,B,9.5,Bom
319,28,26677.5,Rio de Janeiro,B,5.1,Bom
320,26,23117.01,Rio de Janeiro,A,5.9,Bom
321,22,14373.75,Belo Horizonte,A,6.6,Bom
322,68,38510.27,Vitória,B,7.4,Bom
323,37,37611.02,Rio de Janeiro,A,8.6,Bom
324,46,10690.9,São Paulo,B,6.7,Bom
325,34,32152.22,Belo Horizonte,B,6.0,Bom
326,78,34236.96,Vitória,B,8.2,Bom
327,68,30764.16,Vitória,B,6.0,Bom
328,34,18187.88,Rio de Janeiro,B,6.8,Bom
329,18,30415.62,Belo Horizonte,A,9.9,Bom
330,66,40635.8,Rio de Janeiro,B,7.7,Bom
331,28,21817.3,Belo Horizonte,A,6.7,Bom
332,76,34801.4,Rio de Janeiro,B,8.2,Bom
333,75,33912.21,Belo Horizonte,A,9.9,Bom
334,57,19862.83,Belo Horizonte,B,6.7,Bom
335,35,42045.77,Belo Horizonte,B,5.7,Bom
336,,46119.59,Belo Horizonte,B,9.9,Bom
337,23,10576.5,Vitória,A,5.9,Bom
338,52,7155.91,Belo Horizonte,B,5.1,Bom
339,70,16937.62,Belo Horizonte,A,10.0,Bom
340,21,2089.48,Vitória,A,9.5,Bom
341,57,26949.87,Rio de Janeiro,A,9.2,Bom
342,44,11209.87,Vitória,B,9.7,Bom
343,33,41034.28,São Paulo,A,5.1,Bom
344,69,37500.89,Belo Horizonte,A,7.0,Bom
345,74,23316.37,Vitória,A,6.8,Bom
346,42,32362.48,Rio de Janeiro,A,5.4,Bom
347,37,18590.57,São Paulo,B,8.0,Bom
348,57,29968.74,Belo Horizonte,B,8.3,Bom
349,28,26647.98,Rio de Janeiro,B,7.1,Bom
350,22,41524.79,São Paulo,A,8.8,Bom
351,39,44939.54,São Paulo,B,7.7,Bom
352,73,4916.14,Rio de Janeiro,B,6.9,Bom
353,51,5102.87,São Paulo,A,9.9,Bom
354,21,42389.37,Vitória,A,7.0,Bom
355,67,4034.13,Rio de Janeiro,A,7.0,Bom
356,63,32656.95,Belo Horizonte,B,5.6,Bom
357,72,7894.65,Belo Horizonte,B,8.0,Bom
358,47,26802.02,Belo Horizonte,A,7.8,Bom
359,32,7296.92,São Paulo,A,5.4,Bom
360,64,43010.33,Vitória,A,,
361,37,35792.78,Vitória,B,9.6,Bom
362,,21823.37,Vitória,A,7.5,Bom
363,29,26625.81,Belo Horizonte,A,5.5,Bom
364,82,40481.56,Belo Horizonte,B,9.0,Bom
365,23,19511.76,Vitória,A,7.7,Bom
366,46,17103.12,Belo Horizonte,B,6.4,Bom
367,62,11132.45,Rio de Janeiro,B,7.3,Bom
368,72,4497.78,Belo Horizonte,A,9.5,Bom
369,49,35583.24,Rio de Janeiro,,7.1,
370,49,7527.83,São Paulo,B,7.8,Bom
371,35,4323.35,Belo Horizonte,A,5.1,Bom
372,42,42275.35,Vitória,B,8.7,Bom
373,51,40053.08,São Paulo,B,,
374,67,2845.92,Belo Horizonte,B,5.8,Bom
375,76,35355.75,Vitória,A,9.2,Bom
376,19,2754.18,São Paulo,A,9.2,Bom
377,35,9698.0,Belo Horizonte,B,9.6,Bom
378,57,35159.15,Vitória,B,9.5,
379,65,37411.92,Rio de Janeiro,A,5.7,Bom
380,60,3654.01,Rio de Janeiro,A,8.6,Bom
381,63,32867.38,Belo Horizonte,A,5.8,Bom
382,34,14190.61,São Paulo,B,5.8,Bom
383,30,33735.83,Rio de Janeiro,A,7.9,Bom
384,78,13129.08,Rio de Janeiro,B,7.7,Bom
385,80,14380.85,São Paulo,A,9.8,Bom
386,62,22576.53,Rio de Janeiro,A,6.2,Bom
387,76,43488.05,São Paulo,A,8.1,Bom
388,38,45225.68,Vitória,A,9.5,Bom
389,47,30573.7,Rio de Janeiro,B,5.8,Bom
390,74,11331.28,Vitória,B,9.3,Bom
391,33,16349.06,Rio de Janeiro,B,7.9,Bom
392,40,37912.64,São Paulo,B,5.1,Bom
393,38,3622.7,São Paulo,B,7.7,Bom
394,82,26791.3,São Paulo,B,5.6,Bom
395,52,22487.35,São Paulo,B,7.5,Bom
396,21,23508.41,Vitória,B,9.6,Bom
397,64,2528.15,Belo Horizonte,B,6.3,Bom
398,68,31293.98,São Paulo,A,6.7,Bom
399,36,29063.91,Vitória,A,6.7,Bom
400,39,44991.94,Rio de Janeiro,A,6.0,Bom
401,72,24330.83,São Paulo,A,9.7,Bom
402,38,7642.32,São Paulo,A,6.7,Bom
403,25,39233.65,São Paulo,A,7.2,Bom
404,39,36611.04,Belo Horizonte,B,5.1,Bom
405,55,35401.95,Rio de Janeiro,B,5.6,Bom
406,80,18332.21,Belo Horizonte,A,8.6,Bom
407,23,18854.77,Vitória,A,5.8,Bom
408,82,40715.47,Rio de Janeiro,A,9.4,Bom
409,61,4945.93,Vitória,B,9.3,Bom
410,33,31921.77,São Paulo,B,8.9,Bom
411,44,29260.2,Rio de Janeiro,B,7.7,Bom
412,49,36016.37,São Paulo,A,7.7,Bom
413,82,24272.02,São Paulo,A,8.4,Bom
414,50,15175.78,Rio de Janeiro,B,5.4,Bom
415,56,33920.9,Belo Horizonte,B,6.2,Bom
416,64,20921.88,São Paulo,A,7.4,Bom
417,18,24438.06,Rio de Janeiro,A,7.7,Bom
418,68,11603.28,Vitória,B,8.5,Bom
419,46,14029.31,Vitória,B,7.0,Bom
420,76,16396.39,Belo Horizonte,B,5.6,Bom
421,81,33379.31,São Paulo,B,7.1,Bom
422,79,8882.23,Rio de Janeiro,B,9.1,Bom
423,46,25088.03,Rio de Janeiro,B,8.5,Bom
424,50,16387.78,São Paulo,A,7.2,Bom
425,38,14969.51,Rio de Janeiro,A,9.8,Bom
426,18,26173.73,Rio de Janeiro,B,6.9,Bom
427,65,24650.26,Vitória,B,9.9,Bom
428,64,35336.45,Vitória,A,9.4,Bom
429,63,4220.61,São Paulo,A,8.7,Bom
430,54,14665.55,Belo Horizonte,,9.3,
431,41,29685.16,Vitória,A,5.2,Bom
432,79,7580.23,São Paulo,B,7.6,Bom
433,50,4904.57,Rio de Janeiro,B,7.6,Bom
434,21,33988.96,Rio de Janeiro,A,5.2,Bom
435,63,28321.15,Rio de Janeiro,A,9.3,Bom
436,33,38516.98,Belo Horizonte,A,5.3,Bom
437,56,41838.55,Rio de Janeiro,A,6.5,Bom
438,81,22709.51,Vitória,B,5.9,Bom
439,57,13280.35,São Paulo,A,9.6,Bom
440,39,41240.35,Rio de Janeiro,B,7.2,Bom
441,39,3243.65,Rio de Janeiro,B,9.6,Bom
442,48,14162.84,São Paulo,B,5.2,Bom
443,62,6160.97,Vitória,A,5.7,Bom
444,34,45031.47,Vitória,B,5.9,Bom
445,52,,São Paulo,B,6.7,
446,31,18383.09,São Paulo,A,10.0,Bom
447,56,34947.06,Vitória,A,6.0,Bom
448,72,5645.04,Rio de Janeiro,B,7.9,Bom
449,75,40733.15,Vitória,B,5.3,Bom
450,16,12686.31,Vitória,B,7.0,Bom
451,18,45080.23,Rio de Janeiro,B,6.0,Bom
452,52,38441.75,Rio de Janeiro,B,8.5,Bom
453,46,20028.89,Vitória,B,6.0,Bom
454,80,35711.69,São Paulo,B,5.5,Bom
455,45,36376.52,Vitória,A,6.1,Bom
456,41,20853.47,Belo Horizonte,B,6.4,Bom
457,27,33754.09,Vitória,A,7.2,Bom
458,25,42237.8,São Paulo,A,7.5,Bom
459,61,13025.81,São Paulo,B,9.5,Bom
460,56,43456.56,Rio de Janeiro,B,5.5,Bom
461,50,29584.09,Vitória,B,8.7,Bom
462,47,32522.76,São Paulo,A,9.2,Bom
463,48,29911.05,Belo Horizonte,B,7.6,Bom
464,80,42306.62,Vitória,A,7.0,Bom
465,46,32219.1,São Paulo,B,8.0,Bom
466,48,10842.79,Belo Horizonte,B,6.2,Bom
467,61,11583.9,Vitória,B,,
468,59,40795.66,São Paulo,A,7.3,Bom
469,79,36192.41,Rio de Janeiro,A,7.0,Bom
470,68,9548.42,Rio de Janeiro,A,9.8,Bom
471,35,23720.04,São Paulo,B,7.8,Bom
472,32,6603.29,Vitória,B,7.5,Bom
473,78,2207.08,Vitória,B,,
474,35,8037.96,Belo Horizonte,B,8.4,Bom
475,82,37864.76,São Paulo,B,9.6,Bom
476,75,35209.15,Rio de Janeiro,A,7.8,Bom
477,65,2858.22,Belo Horizonte,A,7.1,Bom
478,43,39100.24,Vitória,A,8.3,Bom
479,39,28342.31,Belo Horizonte,A,5.1,Bom
480,82,4839.53,Belo Horizonte,A,9.5,Bom
481,63,13405.7,Belo Horizonte,A,8.3,Bom
482,57,45185.24,Belo Horizonte,A,10.0,Bom
483,47,11979.89,Belo Horizonte,A,6.6,Bom
484,70,8967.87,Rio de Janeiro,A,8.9,Bom
485,35,10639.31,Vitória,A,8.5,Bom
486,53,39756.56,Rio de Janeiro,A,5.9,Bom
487,25,2798.64,Vitória,B,9.8,Bom
488,73,22836.04,São Paulo,A,8.4,Bom
489,36,13320.08,São Paulo,B,6.6,Bom
490,24,28566.35,São Paulo,A,9.4,Bom
491,45,1983.01,Belo Horizonte,A,7.5,Bom
492,32,13086.26,Belo Horizonte,A,9.0,Bom
493,61,26998.69,Rio de Janeiro,A,8.4,Bom
494,33,35080.86,Rio de Janeiro,A,7.3,Bom
495,33,31560.19,Belo Horizonte,A,7.1,Bom
496,22,21347.41,Belo Horizonte,B,5.6,Bom
497,79,9501.01,São Paulo,B,6.8,Bom
498,38,3968.83,Rio de Janeiro,B,9.8,Bom
499,46,25308.83,Vitória,B,9.8,Bom
500,54,14416.52,Rio de Janeiro,B,6.4,Bom
501,57,6730.16,Belo Horizonte,B,5.1,Bom
502,53,40026.01,Belo Horizonte,A,6.3,Bom
503,23,7427.26,Belo Horizonte,B,9.3,Bom
504,44,17506.4,Rio de Janeiro,A,6.3,Bom
505,26,13130.06,Rio de Janeiro,B,9.3,Bom
506,46,19266.58,São Paulo,A,5.2,Bom
507,81,25066.44,Belo Horizonte,A,9.6,Bom
508,25,19591.59,Vitória,B,6.0,Bom
509,81,4443.74,São Paulo,A,6.7,Bom
510,81,27215.97,Vitória,B,9.9,Bom
511,29,23539.94,Belo Horizonte,B,6.1,Bom
512,97,56456.2,Vitória,A,4.1,Bom
513,80,18849.11,Vitória,B,8.7,Bom
514,32,24480.27,Rio de Janeiro,B,7.4,Bom
515,73,20428.66,Belo Horizonte,B,6.1,Bom
516,61,44046.67,Vitória,A,7.8,Bom
517,39,39644.28,Vitória,B,8.0,Bom
518,,30814.53,Rio de Janeiro,B,8.6,Bom
519,16,36928.22,Belo Horizonte,B,8.9,Bom
520,25,9471.73,Rio de Janeiro,B,7.7,Bom
521,30,31768.61,São Paulo,B,9.6,Bom
522,29,24197.85,Belo Horizonte,B,7.8,Bom
523,32,10169.97,Rio de Janeiro,B,5.2,Bom
524,16,3750.96,Belo Horizonte,A,7.6,Bom
525,74,6287.8,Vitória,A,6.4,Bom
526,62,20539.67,Rio de Janeiro,B,5.6,Bom
527,41,34708.46,Rio de Janeiro,A,5.3,Bom
528,16,31833.57,São Paulo,A,8.5,Bom
529,48,23093.91,Vitória,B,5.1,Bom
530,23,3434.2,Vitória,A,7.4,Bom
531,69,3437.21,Belo Horizonte,B,7.5,Bom
